example_idx	token_idx	token	probability	contrast_prob	contrast_prob_diff	pcxmi	kl_divergence	kl_div_10	top_p_size_10	kl_div_30	top_p_size_30	kl_div_50	top_p_size_50	kl_div_70	top_p_size_70	kl_div_90	top_p_size_90	kl_div_l0	kl_div_l1	kl_div_l2	kl_div_l3	kl_div_l4	kl_div_l5	src_ctx_attr	src_brk_attr	src_curr_attr	src_eos_attr	tgt_curr_attr	is_supporting_context	is_context_sensitive	is_example_correct
316	14	▁crimes	0.9844	0.9844	0.0	-0.0001	0.0001	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0004	0.0003	0.0011	0.0003						0	0	1
316	15	▁violents	0.9918	0.9925	-0.0007	0.001	0.0001	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0004	0.0006	0.0008	0.0031						0	0	1
316	16	▁impliquant	0.9654	0.9619	0.0035	-0.0052	0.0003	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0001	0.0009	0.0005	0.0015	0.0017						0	0	1
316	17	▁des	0.8905	0.898	-0.0075	0.0121	0.0012	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.001	2.0	0.0	0.0	0.0003	0.0004	0.0006	0.0001						0	0	1
316	18	▁gens	0.7052	0.7163	-0.011	0.0224	0.0004	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0003	2.0	0.0	0.0	0.0002	0.0003	0.0006	0.0						0	0	1
316	19	▁ordinaires	0.9951	0.9956	-0.0005	0.0007	0.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	-0.0	0.0003	0.0005	0.0009	0.0034						0	0	1
316	20	.	0.9847	0.9837	0.001	-0.0014	0.0001	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0003	0.0005	0.0004	0.0001						0	0	1
316	21	</s>	0.997	0.997	-0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0004	0.0002	0.0008	0.0001	0.0						0	0	1
317	0	▁Et	0.7631	0.7499	0.0132	-0.0251	0.0073	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0014	3.0	0.0	0.0001	0.0005	0.0003	0.0004	0.0016	0.1824	0.2261	0.5428	0.0487	0.0	0	0	1
317	1	▁si	0.9544	0.9549	-0.0005	0.0007	0.0021	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0003	0.019	0.028	0.0244	0.0002	0.1724	0.1854	0.452	0.0856	0.1046	0	0	1
317	2	▁cela	0.4808	0.4107	0.0702	-0.2276	0.0933	0.0202	1.0	0.0202	1.0	0.0202	2.0	0.0202	2.0	0.085	3.0	0.0	0.0	0.0188	0.0229	0.0247	0.0134	0.1987	0.1678	0.4199	0.0566	0.157	0	0	1
317	3	▁rend	0.4682	0.5737	-0.1055	0.2931	0.0357	0.0	1.0	0.0	1.0	0.0356	2.0	0.0356	2.0	0.034	3.0	0.0	0.0003	0.0091	0.0209	0.0243	0.0113	0.0599	0.0374	0.6332	0.0275	0.242	0	0	1
317	4	▁certaines	0.9817	0.9732	0.0085	-0.0125	0.0022	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0001	0.0117	0.0166	0.0222	0.0236	0.0864	0.0556	0.5291	0.0328	0.2961	0	0	1
317	5	▁personnes	0.9959	0.9974	-0.0014	0.002	0.0004	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0133	0.0191	0.0165	0.0001	0.1397	0.0609	0.4017	0.0291	0.3687	1	0	1
317	6	▁mal	0.8319	0.6531	0.1788	-0.3492	0.0921	0.0	1.0	0.0	1.0	0.0	1.0	0.0387	1.0	0.0679	2.0	0.0	0.0002	0.007	0.0156	0.0201	0.0359	0.0544	0.055	0.5741	0.0328	0.2836	0	0	1
317	7	▁à	0.9905	0.9896	0.0009	-0.0014	0.0015	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	-0.0	0.0021	0.0184	0.0333	0.0015	0.054	0.0543	0.4161	0.0208	0.4548	0	0	1
317	8	▁l	0.9682	0.9955	-0.0274	0.0403	0.0402	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0003	0.0127	0.0263	0.0381	0.0617	0.0408	0.0507	0.4328	0.0237	0.452	0	0	1
317	9	'	0.998	0.9981	-0.0001	0.0002	0.0001	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0037	0.0161	0.0066	0.0001	0.0834	0.0433	0.3016	0.0281	0.5436	0	0	1
317	10	aise	0.997	0.998	-0.001	0.0015	0.0004	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0054	0.0131	0.0173	0.0185	0.0259	0.0336	0.0399	0.2942	0.0248	0.6076	0	0	1
317	11	,	0.7924	0.8019	-0.0095	0.0172	0.0046	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0015	2.0	0.0	0.0	0.013	0.0257	0.0263	0.0006	0.0371	0.0324	0.218	0.0218	0.6907	0	0	1
317	12	▁alors	0.9323	0.7707	0.1616	-0.2747	0.1038	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.097	1.0	0.0	0.0038	0.0112	0.0124	0.0117	0.0066	0.0582	0.0456	0.2448	0.0313	0.6201	0	0	1
317	13	▁peut	0.5476	0.5936	-0.046	0.1163	0.01	0.0	1.0	0.0	1.0	0.0	1.0	0.005	2.0	0.005	2.0	0.0	0.0	0.0205	0.0144	0.0153	0.079	0.048	0.0505	0.2366	0.0376	0.6273	0	0	1
317	14	-	0.9884	0.9835	0.0049	-0.0072	0.0014	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0162	0.0183	0.0001	0.0173	0.0326	0.0283	0.1487	0.0194	0.771	0	0	1
317	15	être	0.9988	0.9984	0.0004	-0.0005	0.0001	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0098	0.0131	0.0112	0.0001	0.026	0.0213	0.1157	0.0124	0.8246	0	0	1
317	16	▁qu	0.8628	0.9	-0.0371	0.0608	0.0166	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.015	2.0	0.0	0.0003	0.0135	0.0249	0.0223	0.0031	0.0283	0.0246	0.1528	0.0181	0.7762	0	0	1
317	17	'	0.9987	0.9986	0.0001	-0.0001	0.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0048	0.0186	0.0043	0.0	0.1286	0.0535	0.1184	0.0131	0.6865	0	0	1
317	18	elles	0.9355	0.9455	-0.01	0.0153	0.0022	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0031	0.0162	0.0215	0.0356	0.0126	0.0604	0.0473	0.2172	0.0403	0.6347	0	1	1
317	19	▁ont	0.7314	0.707	0.0244	-0.049	0.0217	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0016	2.0	0.0	0.0018	0.0104	0.0151	0.011	0.0251	0.0675	0.0361	0.4225	0.053	0.4209	0	0	1
317	20	▁besoin	0.9954	0.993	0.0024	-0.0035	0.001	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0143	0.0178	0.0362	0.0007	0.0717	0.0387	0.2849	0.0293	0.5754	0	0	1
317	21	▁d	0.831	0.7518	0.0791	-0.1444	0.0191	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0154	2.0	0.0	0.0	0.0172	0.014	0.0085	0.026	0.0454	0.0178	0.3455	0.0396	0.5517	0	0	1
317	22	'	0.9991	0.9991	0.0	-0.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0074	0.012	0.0009	0.0	0.063	0.0328	0.1736	0.0158	0.7147	0	0	1
317	23	être	0.991	0.9937	-0.0027	0.0039	0.0019	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0004	0.0114	0.0138	0.0289	0.0116	0.0342	0.0417	0.3137	0.0305	0.5799	0	0	1
317	24	▁mal	0.9569	0.938	0.0189	-0.0288	0.0059	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0008	0.0123	0.0139	0.0307	0.1011	0.0313	0.0251	0.3082	0.0324	0.6031	0	0	1
317	25	▁à	0.9759	0.953	0.0229	-0.0343	0.0084	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	-0.0	0.005	0.0144	0.0247	0.0064	0.0171	0.0237	0.1574	0.0152	0.7866	0	0	1
317	26	▁l	0.9975	0.9951	0.0024	-0.0034	0.0009	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0005	0.0073	0.0179	0.0277	0.0053	0.0186	0.0173	0.2039	0.0091	0.751	0	0	1
317	27	'	0.9994	0.9991	0.0003	-0.0005	0.0001	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0034	0.0097	0.0032	0.0	0.0242	0.0165	0.1684	0.0121	0.7789	0	0	1
317	28	aise	0.9991	0.9993	-0.0002	0.0003	0.0003	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0023	0.0064	0.0147	0.0254	0.0628	0.0232	0.0131	0.2452	0.0141	0.7045	0	0	1
317	29	.	0.9836	0.9833	0.0003	-0.0004	0.0006	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0039	0.0155	0.03	0.0005	0.0235	0.0303	0.1096	0.013	0.8236	0	0	1
317	30	</s>	0.9963	0.9954	0.0009	-0.0013	0.0003	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0023	0.0157	0.0097	0.0009	0.0	0.0151	0.0189	0.0561	0.0152	0.8947	0	0	1
318	0	▁Il	0.9499	0.9493	0.0005	-0.0008	0.0065	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0001	0.0003	0.0002	0.0006	0.001	0.2347	0.2883	0.3875	0.0895	0.0	0	0	1
318	1	▁avait	0.8796	0.9605	-0.0809	0.1269	0.076	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.074	2.0	0.0	0.0069	0.0165	0.0219	0.0134	0.0539	0.1851	0.1415	0.5633	0.0625	0.0476	0	0	1
318	2	▁un	0.972	0.9782	-0.0062	0.0091	0.0065	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0002	0.0157	0.0121	0.0774	0.0052	0.1119	0.0775	0.4745	0.1204	0.2157	0	0	1
318	3	▁al	0.9965	0.997	-0.0005	0.0007	0.0004	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0001	0.0116	0.012	0.0114	0.0012	0.1186	0.0913	0.6785	0.0478	0.0638	1	0	1
318	4	ibi	0.9997	0.9998	-0.0001	0.0002	0.0001	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0036	0.0154	0.015	0.0216	0.0923	0.0815	0.5123	0.032	0.2819	1	0	1
318	5	,	0.3505	0.2668	0.0837	-0.3937	0.0321	0.0	1.0	0.0	1.0	0.0266	2.0	0.0266	2.0	0.0295	3.0	0.0	0.0003	0.0149	0.0179	0.0176	0.0093	0.0644	0.081	0.2444	0.0252	0.5849	0	0	1
318	6	▁et	0.7956	0.7692	0.0264	-0.0487	0.0099	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0007	2.0	0.0	0.0079	0.0139	0.0158	0.0372	0.002	0.0677	0.0967	0.2785	0.0404	0.5167	0	0	1
318	7	▁il	0.9906	0.9873	0.0033	-0.0049	0.0012	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0013	0.013	0.0141	0.0188	0.0023	0.1194	0.0668	0.456	0.0578	0.3001	0	1	1
318	8	▁s	0.2219	0.4608	-0.2389	1.0544	0.2373	0.202	1.0	0.202	1.0	0.202	1.0	0.202	2.0	0.2099	3.0	0.0	0.0008	0.0115	0.0127	0.0099	0.0795	0.0966	0.0484	0.5845	0.0688	0.2016	0	0	1
318	9	'	0.9986	0.9973	0.0013	-0.0019	0.0009	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0044	0.0126	0.0112	0.0011	0.2284	0.104	0.32	0.0462	0.3015	0	0	1
318	10	est	0.9122	0.8743	0.0379	-0.0612	0.0256	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0002	0.0115	0.0183	0.0211	0.026	0.0716	0.0413	0.3885	0.0445	0.4541	0	0	1
318	11	▁vérifié	0.3572	0.4372	-0.08	0.2917	0.1259	0.0	1.0	0.0	1.0	0.0518	4.0	0.0974	28.0	0.1249	914.0	0.0	0.0003	0.0072	0.0162	0.0139	0.0285	0.0779	0.028	0.3417	0.0387	0.5137	0	0	1
318	12	.	0.9808	0.9809	-0.0001	0.0001	0.0014	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0172	0.0181	0.0242	0.0009	0.0865	0.0556	0.2206	0.033	0.6044	0	0	1
318	13	</s>	0.9961	0.9953	0.0008	-0.0011	0.0003	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0017	0.0211	0.0206	0.0109	0.0002	0.0753	0.0691	0.1905	0.0235	0.6415	0	0	1
319	0	▁La	0.9742	0.9569	0.0173	-0.0259	0.0077	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0005	0.0003	0.0007	0.002	0.1821	0.1288	0.6471	0.042	0.0	0	0	1
319	1	▁valeur	0.9982	0.997	0.0013	-0.0018	0.0008	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0024	0.0122	0.0173	0.0241	0.0509	0.1681	0.1231	0.6328	0.0353	0.0407	1	0	1
319	2	▁peut	0.38	0.3538	0.0262	-0.1032	0.0321	0.0	1.0	0.0	1.0	0.0	2.0	0.0021	3.0	0.0124	6.0	0.0	0.0	0.0273	0.0245	0.0424	0.0236	0.0839	0.0906	0.6922	0.0277	0.1056	0	0	1
319	3	▁baisser	0.4922	0.5202	-0.028	0.08	0.0408	0.0	1.0	0.0	1.0	0.0	2.0	0.0041	3.0	0.0294	14.0	0.0	0.0	0.0114	0.0379	0.0097	0.05	0.0665	0.0517	0.7274	0.0191	0.1354	0	0	1
319	4	▁de	0.9364	0.929	0.0074	-0.0114	0.0076	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0015	0.0237	0.0253	0.0349	0.0099	0.0661	0.0594	0.3488	0.0237	0.502	0	0	1
319	5	▁temps	0.9978	0.9991	-0.0013	0.0018	0.0011	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.013	0.0215	0.0192	0.0275	0.0032	0.0616	0.0557	0.3531	0.0221	0.5074	0	0	1
319	6	▁en	0.6061	0.6413	-0.0351	0.0812	0.0028	0.0	1.0	0.0	1.0	0.0	1.0	0.0026	2.0	0.0026	2.0	0.0	0.0	0.0019	0.0178	0.0163	0.0231	0.0419	0.0294	0.1432	0.0158	0.7697	0	0	1
319	7	▁temps	0.9999	0.9999	0.0001	-0.0001	0.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0001	0.0179	0.0211	0.0198	0.0001	0.03	0.0207	0.1231	0.0096	0.8167	0	0	1
319	8	,	0.8807	0.8649	0.0158	-0.0262	0.0032	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0001	2.0	0.0	-0.0	0.0051	0.0433	0.0206	0.0012	0.044	0.0478	0.1589	0.0174	0.7319	0	0	1
319	9	▁mais	0.9924	0.9884	0.0039	-0.0057	0.0012	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0024	0.0218	0.0268	0.0777	0.0003	0.0594	0.0733	0.1685	0.0252	0.6736	0	0	1
319	10	▁elle	0.9705	0.9708	-0.0004	0.0006	0.0062	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0207	0.0251	0.0327	0.0394	0.0974	0.054	0.3125	0.0292	0.5069	0	1	1
319	11	▁remonte	0.9853	0.9668	0.0186	-0.0275	0.01	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0091	0.0202	0.0167	0.0563	0.1157	0.0449	0.5152	0.0414	0.2827	0	0	1
319	12	▁toujours	0.8202	0.8312	-0.0109	0.0191	0.016	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0116	3.0	0.0	0.0	0.0543	0.0334	0.0681	0.0565	0.0426	0.0404	0.2276	0.0243	0.6651	0	0	1
319	13	▁en	0.5463	0.6711	-0.1248	0.2969	0.0924	0.0	1.0	0.0	1.0	0.0	1.0	0.0863	2.0	0.0741	5.0	0.0	0.0	0.0193	0.023	0.0357	0.1476	0.142	0.0319	0.4112	0.0379	0.3769	0	0	1
319	14	▁été	0.9917	0.9955	-0.0038	0.0055	0.0023	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0132	0.0493	0.0458	0.4667	0.0823	0.0243	0.4479	0.0302	0.4152	0	0	1
319	15	.	0.9891	0.9906	-0.0015	0.0022	0.0005	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0002	0.013	0.0329	0.1056	0.0003	0.0585	0.0372	0.1108	0.0259	0.7676	0	0	1
319	16	</s>	0.9976	0.9977	-0.0002	0.0002	0.0001	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0024	0.012	0.0094	0.0006	0.0	0.0549	0.0445	0.1022	0.0148	0.7836	0	0	1
320	0	▁En	0.491	0.3476	0.1434	-0.4983	0.0803	0.0	1.0	0.0	1.0	0.0727	2.0	0.0664	3.0	0.0762	18.0	0.0	0.0001	0.0003	0.0001	0.0008	0.0022	0.1298	0.1493	0.6685	0.0523	0.0	0	0	1
320	1	▁gros	0.7655	0.7891	-0.0236	0.0438	0.0135	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0061	2.0	0.0	0.0	0.0146	0.0178	0.0233	0.0149	0.0814	0.1093	0.7074	0.0265	0.0754	0	0	1
320	2	,	0.9835	0.9812	0.0023	-0.0034	0.001	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0044	0.0121	0.0039	0.0	0.1098	0.1344	0.3883	0.0237	0.3438	0	0	1
320	3	▁tout	0.9139	0.923	-0.0091	0.0143	0.0091	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0052	0.0101	0.0179	0.0961	0.1401	0.0941	0.0872	0.5151	0.0217	0.2819	0	0	1
320	4	▁ce	0.9724	0.9772	-0.0048	0.0071	0.001	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.011	0.0251	0.0208	0.0001	0.0916	0.1164	0.3265	0.0363	0.4292	0	0	1
320	5	▁que	0.9879	0.9769	0.011	-0.0162	0.0036	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0161	0.0204	0.0318	0.0	0.1401	0.0605	0.4595	0.0404	0.2996	0	0	1
320	6	▁la	0.968	0.9811	-0.013	0.0193	0.0316	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0182	0.0222	0.0188	0.0042	0.2736	0.0398	0.4759	0.0284	0.1823	0	0	1
320	7	▁caméra	0.9867	0.9906	-0.0039	0.0057	0.0016	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0055	0.0124	0.019	0.0155	0.0441	0.1318	0.0821	0.4712	0.0287	0.2861	1	0	1
320	8	▁a	0.2527	0.6186	-0.3659	1.2918	0.3451	0.3693	1.0	0.3693	1.0	0.3693	1.0	0.3693	2.0	0.3499	2.0	0.0	0.0003	0.0189	0.0181	0.0137	0.0277	0.1015	0.0813	0.4926	0.0388	0.2859	0	0	1
320	9	▁vu	0.998	0.9972	0.0008	-0.0012	0.0004	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.008	0.0179	0.0189	0.0272	0.0866	0.08	0.2977	0.0241	0.5117	0	0	1
320	10	▁quand	0.8468	0.8404	0.0063	-0.0108	0.0077	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0004	2.0	0.0	0.0	0.0463	0.0417	0.0241	0.2171	0.0523	0.0591	0.2887	0.0303	0.5696	0	0	1
320	11	▁elle	0.8097	0.89	-0.0803	0.1363	0.0291	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0288	2.0	0.0	0.0	0.0143	0.0469	0.0149	0.0013	0.1004	0.0392	0.3123	0.023	0.5251	0	1	1
320	12	▁est	0.8203	0.6527	0.1676	-0.3297	0.0734	0.0	1.0	0.0	1.0	0.0	1.0	0.0629	1.0	0.073	2.0	0.0	0.0	0.0232	0.0229	0.0105	0.0152	0.0454	0.0393	0.6695	0.0328	0.2129	0	0	1
320	13	▁devenue	0.8747	0.8966	-0.0219	0.0356	0.0037	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0019	2.0	0.0	0.0001	0.0143	0.0173	0.0273	0.0362	0.0418	0.0218	0.3921	0.0224	0.5219	0	0	1
320	14	▁activée	0.7758	0.892	-0.1162	0.2014	0.0753	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.064	3.0	0.0	0.0011	0.0104	0.0237	0.0213	0.0153	0.0573	0.0225	0.6032	0.0265	0.2904	0	0	1
320	15	▁par	0.3236	0.4495	-0.1258	0.4739	0.1999	0.0601	1.0	0.0601	1.0	0.0601	2.0	0.0601	2.0	0.191	3.0	0.0	0.0075	0.0284	0.0308	0.0243	0.0132	0.0385	0.0142	0.402	0.0231	0.5222	0	0	1
320	16	▁le	0.6262	0.5484	0.0778	-0.1915	0.0336	0.0	1.0	0.0	1.0	0.0	1.0	0.0192	2.0	0.0192	2.0	0.0	0.0	0.0007	0.0212	0.027	0.0499	0.0538	0.0139	0.4695	0.0244	0.4384	0	0	1
320	17	▁mouvement	0.9928	0.9743	0.0185	-0.0271	0.0125	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0002	0.0159	0.016	0.0275	0.0619	0.0659	0.0297	0.4425	0.0371	0.4249	0	0	1
320	18	.	0.9677	0.967	0.0007	-0.0011	0.0005	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0003	0.0221	0.0393	0.0399	0.0133	0.0374	0.0273	0.2402	0.0313	0.6638	0	0	1
320	19	</s>	0.9981	0.9976	0.0005	-0.0007	0.0001	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0042	0.0152	0.0287	0.0068	0.0002	0.0417	0.0356	0.1723	0.0325	0.7178	0	0	1
321	0	▁Vous	0.5082	0.4962	0.012	-0.0344	0.0775	0.0	1.0	0.0	1.0	0.0257	1.0	0.0683	2.0	0.0761	7.0	0.0	0.0	0.0003	0.0001	0.0002	0.0011	0.1595	0.2106	0.5368	0.0931	0.0	0	0	1
321	1	▁avez	0.9905	0.9893	0.0012	-0.0017	0.0007	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0013	0.03	0.0141	0.0154	0.0118	0.1146	0.1332	0.5139	0.0543	0.1841	0	0	1
321	2	▁une	0.9696	0.9587	0.0109	-0.0163	0.0027	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0001	0.0032	0.0067	0.0097	0.0022	0.2476	0.0563	0.5976	0.0544	0.0441	0	0	1
321	3	▁puce	0.9356	0.9775	-0.0419	0.0632	0.0289	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0031	0.005	0.0064	0.0094	0.1547	0.0694	0.6511	0.0476	0.0772	1	0	1
321	4	▁dans	0.7743	0.6669	0.1074	-0.2153	0.0354	0.0	1.0	0.0	1.0	0.0	1.0	0.0157	1.0	0.0326	4.0	0.0	0.0001	0.0042	0.0093	0.0184	0.1013	0.0689	0.0712	0.3296	0.0311	0.4992	0	0	1
321	5	▁votre	0.8373	0.8014	0.0359	-0.0632	0.0044	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0042	2.0	0.0	0.0	0.0043	0.0048	0.0068	0.0013	0.083	0.08	0.3368	0.0454	0.4548	0	0	1
321	6	▁cerveau	0.9984	0.9966	0.0019	-0.0027	0.0009	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0025	0.007	0.0178	0.013	0.1092	0.0478	0.5154	0.0443	0.2833	0	0	1
321	7	...	0.2752	0.3096	-0.0345	0.1702	0.0195	0.0	1.0	0.0	1.0	0.016	2.0	0.0205	3.0	0.0178	5.0	0.0	0.0011	0.0053	0.0036	0.0049	0.0137	0.0569	0.0679	0.276	0.0385	0.5606	0	0	1
321	8	▁et	0.9205	0.9223	-0.0019	0.0029	0.003	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0121	0.0093	0.0105	0.0003	0.0546	0.0517	0.2807	0.0268	0.5862	0	0	1
321	9	▁elle	0.987	0.9924	-0.0054	0.0079	0.0028	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0001	0.0017	0.0029	0.0029	0.0209	0.0499	0.0454	0.3696	0.0341	0.501	0	1	1
321	10	▁fonctionne	0.5093	0.4669	0.0424	-0.1253	0.0078	0.0	1.0	0.0	1.0	0.0076	1.0	0.0076	2.0	0.0067	4.0	0.0	0.0	0.007	0.0035	0.0025	0.0024	0.0445	0.0335	0.7283	0.0269	0.1668	0	0	1
321	11	▁mal	0.8006	0.7671	0.0336	-0.0618	0.0101	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0007	2.0	0.0	0.0	0.0013	0.003	0.0117	0.0128	0.0392	0.0277	0.5389	0.0263	0.3679	0	0	1
321	12	.	0.9834	0.9819	0.0016	-0.0023	0.0001	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0022	0.0022	0.0084	0.0008	0.0329	0.0252	0.2569	0.0337	0.6513	0	0	1
321	13	</s>	0.9977	0.9977	-0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0004	0.0036	0.0037	0.0011	0.0001	0.0349	0.031	0.2157	0.0231	0.6954	0	0	1
