example_idx	token_idx	token	probability	contrast_prob	contrast_prob_diff	pcxmi	kl_divergence	kl_div_10	top_p_size_10	kl_div_30	top_p_size_30	kl_div_50	top_p_size_50	kl_div_70	top_p_size_70	kl_div_90	top_p_size_90	kl_div_l0	kl_div_l1	kl_div_l2	kl_div_l3	kl_div_l4	kl_div_l5	kl_div_l6	kl_div_l7	kl_div_l8	src_langtag_attr	src_ctx_attr	src_brk_attr	src_curr_attr	src_eos_attr	tgt_langtag_attr	tgt_curr_attr	is_supporting_context	is_context_sensitive	is_example_correct	kl_div_l9	kl_div_l10	kl_div_l11
321	0	fr_XX	1.0	1.0	0.0	-0.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0008	0.0051	0.0017	0.0046	0.0029	0.004	0.0043	0.0569	0.2352	0.1703	0.5021	0.0356		0.0	0	0	1	0.004	0.0264	2.0513
321	1	▁Vous	0.7489	0.8289	-0.08	0.1464	0.1256	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0589	3.0	0.0	0.0	0.0	0.0	0.0039	0.0671	0.0182	0.0199	1.4376	0.0642	0.2091	0.1359	0.3602	0.0396	0.1909	0.0	0	0	1	0.3609	0.0014	0.0
321	2	▁avez	0.9965	0.995	0.0016	-0.0023	0.0009	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0008	0.0099	0.0127	0.0646	0.0269	0.2313	0.0019	0.0002	0.0462	0.1157	0.0803	0.3309	0.0284	0.041	0.3576	0	0	1	0.0006	0.0002	0.0
321	3	▁une	0.8559	0.8372	0.0187	-0.0319	0.0015	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0013	2.0	0.0	0.0	0.0001	0.0088	0.0485	0.0113	0.0341	0.8241	0.0033	0.0672	0.0589	0.0302	0.7212	0.0212	0.007	0.0943	0	0	1	0.0001	-0.0	0.001
321	4	▁puc	0.994	0.9684	0.0256	-0.0377	0.0161	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0009	0.1173	0.0001	0.0	0.0	0.0002	0.0527	0.0546	0.0281	0.7292	0.0195	0.0064	0.1094	1	0	1	0.0003	0.0696	2.6498
321	5	e	1.0	1.0	0.0	-0.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	-0.0	-0.0	-0.0	-0.0	0.0	0.0006	0.0	0.0	0.0132	0.0207	0.0125	0.1976	0.0064	0.0236	0.7259	1	0	1	-0.0	-0.0	0.0053
321	6	▁micro	0.6732	0.7915	-0.1183	0.2335	0.0933	0.0	1.0	0.0	1.0	0.0	1.0	0.0909	2.0	0.0904	2.0	0.0	-0.0	0.0	0.0	0.0	0.0207	0.4031	0.0302	0.0274	0.0383	0.0581	0.0304	0.4869	0.0167	0.0114	0.3581	1	0	1	0.6845	0.0018	0.2383
321	7	▁dans	0.4683	0.3686	0.0997	-0.3454	0.0406	0.0125	1.0	0.0125	1.0	0.0125	2.0	0.0125	2.0	0.0238	4.0	0.0	-0.0	-0.0	0.0	0.0	0.0005	0.0539	0.0121	0.0	0.0337	0.0374	0.0213	0.401	0.0132	0.0111	0.4824	0	0	1	0.0	0.0466	1.3067
321	8	▁votre	0.9334	0.9186	0.0148	-0.0231	0.0019	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0017	0.0039	0.0022	0.0072	0.0255	0.0669	0.0505	0.2179	0.0195	0.0288	0.5908	0	0	1	0.0003	0.0	0.0001
321	9	▁cerveau	0.9997	0.9997	-0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0016	0.1277	0.0013	0.0	0.0	0.0	0.0314	0.0779	0.0304	0.3474	0.0187	0.0117	0.4825	0	0	1	0.0001	0.0001	-0.0
321	10	...	0.2752	0.2948	-0.0196	0.099	0.3391	0.5125	1.0	0.5125	1.0	0.356	2.0	0.356	3.0	0.3372	4.0	0.0	0.0	0.0013	0.0112	0.0336	0.033	0.0078	0.0808	0.2574	0.024	0.0722	0.0532	0.1949	0.0173	0.0136	0.6248	0	0	1	0.0464	0.0027	0.0086
321	11	▁et	0.9565	0.8912	0.0653	-0.102	0.0316	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.024	1.0	0.0	0.0	0.0	0.0014	0.107	0.1347	0.0468	0.3458	0.1168	0.0318	0.0559	0.0486	0.175	0.0209	0.0167	0.6511	0	0	1	0.9899	0.3585	0.0
321	12	▁elle	0.9993	0.9996	-0.0003	0.0004	0.0001	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0197	0.1419	0.0068	0.0001	0.0007	0.0192	0.0264	0.0413	0.0323	0.197	0.018	0.0135	0.6715	0	1	1	-0.0	-0.0	0.0
321	13	▁fonctionne	0.5175	0.7545	-0.2369	0.5439	0.2126	0.0	1.0	0.0	1.0	0.0	1.0	0.2232	2.0	0.2063	4.0	0.0	0.0	0.0003	0.0578	0.0001	0.0	0.0	0.0	0.0	0.0345	0.0611	0.0271	0.4337	0.022	0.0094	0.4122	0	0	1	0.0363	0.9012	0.2409
321	14	▁mal	0.9956	0.9893	0.0063	-0.0091	0.0039	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	-0.0	-0.0	0.0	0.0007	0.4996	1.2163	2.0037	0.0203	0.0288	0.0218	0.2067	0.013	0.0115	0.6978	0	0	1	0.3059	0.0041	0.0
321	15	.	0.9916	0.9964	-0.0048	0.0069	0.0038	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0005	0.0009	0.0	0.0246	0.076	0.0559	0.1745	0.0251	0.023	0.6208	0	0	1	0.0	0.0	0.0
321	16	</s>	0.9976	0.9966	0.0009	-0.0014	0.0007	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0008	0.0402	0.0944	0.0024	0.0	-0.0	-0.0	0.0211	0.0935	0.0494	0.1247	0.0138	0.0195	0.678	0	0	1	-0.0	-0.0	0.0022
322	0	fr_XX	1.0	1.0	0.0	-0.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0002	0.1239	0.0986	0.0961	0.0861	0.1236	0.0835	0.0651	0.3466	0.2628	0.2758	0.0496		0.0	0	0	1	0.0679	0.0127	0.5498
322	1	▁J	0.3861	0.349	0.0372	-0.146	0.2489	0.035	1.0	0.035	1.0	0.035	2.0	0.1672	2.0	0.2284	5.0	0.0	-0.0	0.0	0.0	0.0259	0.0033	0.0021	0.005	0.0618	0.0496	0.2386	0.1539	0.3567	0.0337	0.1675	0.0	0	0	1	0.0282	0.1172	0.166
322	2	'	0.9995	0.9996	-0.0001	0.0002	0.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	-0.0	0.0	-0.0	0.0	0.0	0.0426	0.0	0.0	0.0283	0.1865	0.0739	0.1573	0.0203	0.0782	0.4554	0	0	1	0.0	0.0	0.0
322	3	ai	0.9768	0.9783	-0.0015	0.0022	0.0028	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	-0.0	0.0	0.0	0.0	0.0	0.0001	0.0064	0.0337	0.0362	0.1897	0.101	0.2917	0.0298	0.0404	0.3113	0	0	1	0.0111	0.0041	0.0
322	4	▁cher	0.0745	0.3184	-0.2439	2.0963	0.8274	0.8914	1.0	0.8914	1.0	0.8735	2.0	0.7245	5.0	0.8236	19.0	0.0	0.0	-0.0	0.0	0.0002	0.0042	0.0053	0.0056	0.0023	0.0466	0.1756	0.1139	0.4467	0.0356	0.0143	0.1674	0	0	1	0.2916	3.9638	0.0241
322	5	ché	0.9999	1.0	-0.0001	0.0001	0.0001	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	-0.0	-0.0	-0.0	-0.0	0.0	0.0	0.0002	0.5416	0.0146	0.0872	0.0318	0.1031	0.0114	0.0211	0.7307	0	0	1	0.0346	0.0	0.0
322	6	▁des	0.8048	0.7213	0.0835	-0.158	0.0813	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0685	3.0	0.0	-0.0	0.0	-0.0	-0.0	0.0	0.0001	0.2565	0.2159	0.0329	0.1278	0.0724	0.2396	0.0211	0.0253	0.4809	0	0	1	2.8065	0.0369	0.4077
322	7	▁empre	0.0109	0.9964	-0.9855	6.5199	9.2259	11.2282	1.0	11.2282	1.0	10.9622	2.0	10.5724	3.0	9.603	5.0	0.0	0.0	0.0	0.0	0.0002	0.1422	0.2794	0.0081	0.0001	0.0447	0.3326	0.0369	0.3493	0.0316	0.008	0.1969	1	0	1	0.0	4.6552	8.7593
322	8	inte	1.0	1.0	-0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	-0.0	-0.0	-0.0	-0.0	0.0	0.0	0.0111	0.0482	0.018	0.0921	0.008	0.027	0.7956	1	0	1	0.0002	0.1286	0.0236
322	9	s	0.9999	0.9999	0.0	-0.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	-0.0	-0.0	-0.0	0.0	0.0009	0.0009	0.0	-0.0	0.0192	0.0888	0.0462	0.1303	0.0144	0.0197	0.6814	1	0	1	-0.0	0.0	-0.0
322	10	,	0.2685	0.0328	0.2358	-3.035	1.3727	1.1083	1.0	1.1785	2.0	1.1785	2.0	1.1785	3.0	1.349	4.0	0.0	0.0	-0.0	0.0	0.0005	0.0446	0.4739	1.3943	2.3813	0.0225	0.0975	0.0484	0.157	0.014	0.0169	0.6438	0	0	1	2.4835	0.7595	0.3904
322	11	▁elles	0.9759	0.9501	0.0258	-0.0386	0.0211	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0054	0.0048	0.0082	0.0585	0.0035	0.0005	0.0001	0.0263	0.0906	0.0669	0.1665	0.0182	0.0178	0.6137	0	1	1	0.0001	0.0	0.029
322	12	▁sont	0.9939	0.9932	0.0008	-0.0011	0.002	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0033	0.1055	0.01	0.0016	0.0	0.0078	0.0331	0.1393	0.0586	0.3058	0.026	0.014	0.4232	0	0	1	0.0002	-0.0	0.5646
322	13	▁class	0.9993	0.9984	0.0008	-0.0012	0.0004	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.017	0.0082	0.0001	0.0002	0.0	0.0	0.0	0.0	0.0312	0.1045	0.0351	0.3608	0.0236	0.0102	0.4346	0	0	1	0.0018	0.0005	0.0
322	14	ées	0.9187	0.8152	0.1035	-0.1724	0.0431	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.043	1.0	0.0	0.0	0.0	-0.0	-0.0	0.0	0.0	0.0	0.8144	0.017	0.0488	0.0185	0.1974	0.0102	0.0103	0.6979	0	0	1	0.1757	0.0003	0.0
322	15	.	0.8253	0.4446	0.3807	-0.8924	0.3525	0.3406	1.0	0.3406	1.0	0.3406	1.0	0.3406	1.0	0.3406	2.0	0.0	0.0	0.0	0.0005	0.0315	0.1786	0.0113	0.1531	0.7463	0.021	0.0701	0.0549	0.1533	0.0145	0.0145	0.6716	0	0	1	0.4767	5.4442	0.4228
322	16	</s>	0.9464	0.7481	0.1983	-0.3393	0.1524	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0777	1.0	0.0	0.0	0.0003	0.0093	0.0602	0.0004	0.0002	0.0	-0.0	0.0241	0.0871	0.0503	0.1728	0.0196	0.0126	0.6335	0	0	1	-0.0	0.0	0.1105
323	0	fr_XX	1.0	1.0	0.0	-0.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0002	0.0662	0.001	0.0013	0.0015	0.0015	0.0009	0.0801	0.2972	0.2445	0.3248	0.0535		0.0	0	0	1	0.0018	0.0141	0.5368
323	1	▁Tu	0.0234	0.4062	-0.3828	4.1167	0.5571	0.8081	1.0	0.8081	1.0	0.6726	2.0	0.6726	2.0	0.5721	7.0	0.0	-0.0	0.0	0.0002	0.0134	0.0065	0.0005	0.0875	0.0744	0.0466	0.3784	0.1389	0.2494	0.0334	0.1533	0.0	0	0	1	1.0846	0.0262	-0.0
323	2	▁n	0.8398	0.873	-0.0333	0.056	0.063	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0524	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0022	0.0	0.0002	0.038	0.0984	0.0803	0.2951	0.032	0.0725	0.3836	0	0	1	0.0012	0.5831	0.5726
323	3	'	0.9951	0.9954	-0.0003	0.0004	0.0001	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	-0.0	0.0	0.0	-0.0	0.0	0.0	0.0012	0.0	0.0282	0.1065	0.0594	0.1318	0.0204	0.065	0.5887	0	0	1	0.0	0.0	0.15
323	4	as	0.9383	0.977	-0.0387	0.0584	0.0306	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	-0.0	-0.0	0.0	0.0	0.0004	0.0443	0.0396	0.03	0.0812	0.0575	0.2011	0.0222	0.0422	0.5658	0	0	1	0.4285	0.1467	0.0001
323	5	▁pas	0.9526	0.9792	-0.0266	0.0398	0.0154	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	-0.0	0.0	0.0	0.0	0.0	0.0048	0.0353	0.0739	0.0555	0.2438	0.0264	0.0359	0.5292	0	0	1	0.0	0.0	0.0612
323	6	▁besoin	0.9586	0.9591	-0.0005	0.0008	0.0005	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	-0.0	0.0	0.0	0.0	0.0002	0.1177	0.2765	0.0019	0.0369	0.0642	0.063	0.2671	0.0259	0.0325	0.5105	0	0	1	-0.0	0.0	0.0
323	7	,	0.2283	0.2164	0.012	-0.0776	0.0076	0.0	1.0	0.0	1.0	0.0023	2.0	0.0023	2.0	0.0022	3.0	0.0	-0.0	-0.0	0.0	0.0	0.0024	0.4652	0.2347	0.0554	0.0234	0.0476	0.0389	0.1594	0.0184	0.0288	0.6836	0	0	1	0.0033	0.4312	0.5122
323	8	▁je	0.6771	0.8362	-0.1591	0.3044	0.1331	0.0	1.0	0.0	1.0	0.0	1.0	0.0581	2.0	0.0957	4.0	0.0	0.0	0.0013	0.0404	0.0039	0.0001	0.0003	0.0	0.0	0.0333	0.0812	0.0548	0.2199	0.0228	0.0274	0.5605	0	0	1	0.3429	0.019	0.0701
323	9	▁dois	0.9945	0.9882	0.0063	-0.0092	0.0033	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	-0.0	0.0	0.0001	0.0005	0.0004	0.0003	0.0	0.0385	0.0668	0.0522	0.3249	0.0263	0.023	0.4683	0	0	1	0.0	0.0265	0.0
323	10	▁juste	0.7171	0.7706	-0.0536	0.1039	0.0124	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0044	2.0	0.0	0.0	0.0	0.0	0.0015	0.1022	0.0074	0.0001	0.0	0.0224	0.0484	0.0324	0.2496	0.018	0.0179	0.6114	0	0	1	1.0206	0.0623	0.6228
323	11	▁regarder	0.9453	0.9431	0.0022	-0.0034	0.0048	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	-0.0	0.0	0.0002	0.1111	0.0663	0.0018	0.0	0.0283	0.0598	0.0303	0.3234	0.0218	0.0133	0.5231	0	0	1	0.0	0.1432	0.0036
323	12	▁autour	0.4073	0.3591	0.0482	-0.1816	0.07	0.0	1.0	0.0	1.0	0.0002	2.0	0.0309	3.0	0.0605	9.0	0.0	0.0023	0.0051	0.0029	0.0161	0.0046	0.0435	0.017	0.1858	0.0287	0.0535	0.0261	0.2712	0.0208	0.0117	0.5881	0	0	1	0.1142	1.6452	0.001
323	13	▁de	0.8687	0.8816	-0.013	0.0214	0.0041	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0005	2.0	0.0	0.0	0.0	0.0	0.0	0.0028	0.0633	0.0014	0.0001	0.0122	0.0368	0.0222	0.1082	0.0098	0.0133	0.7974	0	0	1	0.0	0.1704	0.1841
323	14	▁toi	0.5737	0.8798	-0.3061	0.6169	0.3934	0.0	1.0	0.0	1.0	0.0	1.0	0.1394	2.0	0.3462	3.0	0.0	0.0	0.0	0.0	0.0	0.0001	0.003	0.0014	0.6599	0.0127	0.0302	0.0211	0.1272	0.011	0.0159	0.7819	0	0	1	0.9526	1.0348	0.4506
323	15	,	0.9557	0.9551	0.0006	-0.0009	0.0074	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0001	0.1003	0.0003	0.0001	0.0002	0.0185	0.0372	0.0293	0.1442	0.015	0.0152	0.7405	0	0	1	-0.0	-0.0	0.0003
323	16	▁toutes	0.8966	0.9212	-0.0246	0.039	0.0549	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0158	2.0	0.0	0.0	0.0006	0.0154	0.0113	0.0018	0.0002	0.0	0.0	0.0169	0.0392	0.0187	0.1329	0.0121	0.0113	0.7688	0	0	1	0.0	0.0	3.9734
323	17	▁tes	0.9988	0.9955	0.0033	-0.0047	0.0019	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0006	0.0028	0.0548	0.2673	0.0032	0.0189	0.0461	0.0236	0.1564	0.013	0.0103	0.7317	0	0	1	0.0238	0.0468	-0.0
323	18	▁photos	0.9873	0.9899	-0.0026	0.0038	0.0005	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	-0.0	0.0	0.0	0.0401	0.4041	0.0002	0.0	0.0	0.0227	0.0598	0.0285	0.3273	0.0141	0.0204	0.5272	1	0	1	0.0	0.0004	0.0
323	19	,	0.6067	0.659	-0.0522	0.1192	0.0741	0.0	1.0	0.0	1.0	0.0	1.0	0.0	2.0	0.0466	3.0	0.0	0.0	0.0006	0.0085	0.0097	0.0006	0.0018	0.1741	2.6994	0.0202	0.0421	0.0351	0.1519	0.0162	0.0103	0.724	0	0	1	1.9072	0.2223	0.4284
323	20	▁elles	0.9738	0.9715	0.0023	-0.0034	0.0023	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0075	0.0217	0.0007	0.0002	0.0006	0.0	0.0	0.0279	0.0601	0.0289	0.2366	0.0229	0.0099	0.6137	0	1	1	0.0001	-0.0	2.0986
323	21	▁di	0.8457	0.943	-0.0973	0.1571	0.0895	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0346	2.0	0.0	0.0	0.0001	0.0239	0.0556	0.0	0.0	0.0	0.0	0.0337	0.0686	0.0278	0.2903	0.0261	0.0086	0.5449	0	0	1	0.0059	1.521	1.1207
323	22	sent	1.0	0.9999	0.0	-0.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.0	0.0167	0.0352	0.0236	0.1403	0.0134	0.0175	0.7532	0	0	1	0.0002	0.0	-0.0
323	23	▁tout	0.9634	0.9787	-0.0153	0.0228	0.018	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	-0.0	0.0	0.0	0.0013	0.0648	0.1618	0.0616	0.3134	0.0279	0.0493	0.0227	0.2041	0.0235	0.013	0.6595	0	0	1	3.1165	0.0002	0.0
323	24	.	0.9858	0.9971	-0.0113	0.0164	0.0135	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	-0.0	0.0	0.0	0.0	0.0018	0.5256	0.0048	0.023	0.0565	0.0478	0.1172	0.0179	0.0189	0.7188	0	0	1	0.0	0.0	0.0534
323	25	</s>	0.9908	0.9886	0.0022	-0.0031	0.0036	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0005	0.0273	0.0811	0.0045	0.0	0.0	0.0	0.0145	0.1412	0.0594	0.0626	0.0126	0.0132	0.6965	0	0	1	0.0	0.0	0.0008
324	0	fr_XX	1.0	1.0	-0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0012	0.1092	0.1113	0.1134	0.0931	0.0692	0.0558	0.3311	0.1951	0.3515	0.0665		0.0	0	0	1	0.0875	0.1267	0.3538
324	1	▁Les	0.2607	0.3718	-0.1111	0.5123	0.1704	0.0928	1.0	0.0928	1.0	0.0928	1.0	0.0947	2.0	0.1531	8.0	0.0	-0.0	0.0	0.0006	0.9975	0.3606	0.0097	0.0216	0.0122	0.0369	0.1883	0.143	0.4229	0.0279	0.181	0.0	0	0	1	0.4969	0.0177	0.0008
324	2	▁tu	0.8848	0.5505	0.3342	-0.6845	0.321	0.0	1.0	0.0	1.0	0.0	1.0	0.3111	1.0	0.3111	2.0	0.0	0.0002	0.0027	0.0026	0.0001	0.1004	0.0004	0.0	0.0	0.0274	0.1581	0.1617	0.2523	0.0257	0.0527	0.322	0	0	1	0.0	0.1377	0.9746
324	3	er	0.9946	0.9465	0.0482	-0.0716	0.0383	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	-0.0	-0.0	-0.0	0.0	0.0012	0.1206	0.0221	0.1303	0.133	0.1969	0.0199	0.0595	0.4384	0	0	1	0.0	0.0028	0.1045
324	4	▁avant	0.9745	0.9883	-0.0138	0.0203	0.0068	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	-0.0	-0.0	-0.0	0.0	0.0005	0.0007	0.0001	0.0	0.0243	0.115	0.0898	0.2453	0.0234	0.0402	0.4621	0	0	1	0.0089	0.0002	0.0003
324	5	▁qu	0.999	0.9981	0.0009	-0.0014	0.0004	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	-0.0	-0.0	-0.0	0.0	0.0	0.0053	0.0002	0.0324	0.0213	0.1056	0.1061	0.1874	0.0241	0.0325	0.5231	0	0	1	0.3308	0.0001	0.0006
324	6	'	0.9997	0.9996	0.0002	-0.0002	0.0003	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0002	0.0003	0.1363	0.0	0.021	0.1197	0.0654	0.1112	0.0168	0.0387	0.6272	0	0	1	0.0	0.0	0.0011
324	7	elles	0.6095	0.9791	-0.3696	0.6838	1.2693	0.0	1.0	0.0	1.0	0.0	1.0	1.2629	2.0	1.2629	2.0	0.0	-0.0	-0.0	0.0	0.0	0.0001	0.0491	0.0663	0.595	0.0225	0.1593	0.0795	0.1008	0.0192	0.0311	0.5877	0	1	1	10.4371	17.7679	5.8374
324	8	▁ne	0.8695	0.8562	0.0133	-0.0222	0.0022	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0003	2.0	0.0	0.0	0.0	0.0016	0.1802	0.3505	0.1972	0.0004	0.0013	0.0218	0.0799	0.0599	0.2154	0.0184	0.0216	0.5831	0	0	1	0.0175	0.0001	0.0
324	9	▁se	0.9204	0.9258	-0.0054	0.0084	0.0078	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	-0.0	-0.0	0.0	0.0	0.0	0.0	0.0003	0.018	0.0279	0.0775	0.0475	0.3318	0.0297	0.0197	0.4659	0	0	1	0.0016	0.0994	0.0
324	10	▁multipli	1.0	0.9999	0.0	-0.0001	0.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0001	0.0258	0.0113	0.0344	0.1043	0.0694	0.3755	0.0313	0.0142	0.3709	0	0	1	0.0047	0.2227	0.0
324	11	ent	0.9995	0.9989	0.0006	-0.0009	0.0003	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	-0.0	0.0	-0.0	-0.0	-0.0	0.0	0.0001	0.0082	0.0515	0.0207	0.0769	0.0072	0.0246	0.8107	0	0	1	0.063	0.0059	0.0
324	12	!	0.0297	0.1509	-0.1212	2.3461	0.5474	0.4767	1.0	0.4767	1.0	0.4767	1.0	0.4767	1.0	0.5434	2.0	0.0	0.0	-0.0	0.0	0.0558	0.0696	0.0374	0.0003	0.0	0.0191	0.0824	0.0399	0.1114	0.0165	0.0514	0.6793	0	0	1	0.0	0.0	0.0013
324	13	</s>	0.9966	0.9962	0.0004	-0.0006	0.001	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0001	0.001	0.1324	2.9376	0.0313	0.0	0.0	0.0	0.0149	0.092	0.0688	0.1341	0.0283	0.0327	0.6291	0	0	1	0.0	0.0	0.0484
325	0	fr_XX	1.0	1.0	0.0	-0.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	-0.0	0.0	0.307	0.0101	0.0026	0.0018	0.0104	0.0091	0.0549	0.5497	0.1885	0.1703	0.0366		0.0	0	0	1	0.0094	0.0045	4.2123
325	1	▁Je	0.8282	0.7233	0.1049	-0.1953	0.1404	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.1082	4.0	0.0	-0.0	-0.0	0.0001	0.0012	0.0296	0.0071	0.0036	0.0018	0.0531	0.2299	0.1849	0.3424	0.0376	0.1522	0.0	0	0	1	0.1763	0.9868	0.0
325	2	▁n	0.1255	0.3328	-0.2073	1.4072	0.7596	0.4244	1.0	0.4244	1.0	0.4244	1.0	0.6588	1.0	0.6928	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0062	0.0097	4.818	0.0401	0.1396	0.1253	0.2932	0.0309	0.0698	0.3011	0	0	1	1.239	0.0784	9.0007
325	3	'	0.997	0.996	0.0011	-0.0016	0.0003	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	-0.0	-0.0	-0.0	0.0	0.0	0.0	0.0005	0.0	0.0293	0.1531	0.0873	0.2087	0.0246	0.0472	0.4498	0	0	1	-0.0	-0.0	0.0
325	4	ai	0.992	0.9738	0.0182	-0.0268	0.0109	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	-0.0	-0.0	0.0	0.0	0.0	0.0001	0.0054	0.2219	0.0346	0.116	0.1233	0.3225	0.031	0.0339	0.3388	0	0	1	0.0214	0.0009	0.0
325	5	▁pas	0.9907	0.9859	0.0049	-0.0071	0.0016	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	-0.0	-0.0	-0.0	0.0	0.0	0.0	0.005	0.0205	0.0311	0.119	0.0926	0.2922	0.0251	0.0282	0.4118	0	0	1	0.0	0.0	0.0003
