example_idx	token_idx	token	probability	contrast_prob	contrast_prob_diff	pcxmi	kl_divergence	kl_div_10	top_p_size_10	kl_div_30	top_p_size_30	kl_div_50	top_p_size_50	kl_div_70	top_p_size_70	kl_div_90	top_p_size_90	kl_div_l0	kl_div_l1	kl_div_l2	kl_div_l3	kl_div_l4	kl_div_l5	kl_div_l6	kl_div_l7	kl_div_l8	kl_div_l9	kl_div_l10	src_langtag_attr	src_ctx_attr	src_brk_attr	src_curr_attr	src_eos_attr	tgt_langtag_attr	tgt_ctx_attr	tgt_brk_attr	tgt_curr_attr	is_supporting_context	is_context_sensitive	is_example_correct	kl_div_l11
150	9	,	0.9834	0.9667	0.0167	-0.0248	0.0139	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0006	0.0764	0.9995	0.0132	0.0	-0.0	-0.0	0.0004	0.0244	0.1011	0.0268	0.1005	0.0153	0.0165	0.0655	0.0668	0.5832	0	0	1	0.0
150	10	▁il	0.8652	0.9911	-0.1259	0.1959	0.6089	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.5226	2.0	0.0	0.0003	0.0014	0.0492	0.1603	0.04	0.0003	0.0004	0.0001	0.3134	0.0008	0.0264	0.0971	0.0316	0.1056	0.0175	0.0153	0.0991	0.066	0.5414	0	1	1	0.4957
150	11	▁avait	0.9118	0.934	-0.0222	0.0346	0.0322	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	-0.0	0.0	0.0001	0.0009	0.0047	0.2464	0.0023	0.0004	0.0012	0.0006	0.0001	0.0305	0.0981	0.0218	0.1535	0.0224	0.0156	0.1452	0.04	0.4729	0	0	1	0.0
150	12	▁son	0.7604	0.8447	-0.0842	0.1516	0.0268	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0265	2.0	0.0	0.6182	1.2614	0.6953	0.1271	0.0203	0.0022	0.0326	0.0028	0.2958	0.0037	0.0521	0.0932	0.015	0.4033	0.0336	0.0076	0.05	0.0238	0.3214	0	0	1	0.2938
150	13	▁propre	0.9933	0.9884	0.0049	-0.0072	0.0015	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0008	0.0962	3.272	3.3149	0.2787	0.0001	0.0406	0.0732	0.0106	0.4054	0.0235	0.0116	0.0391	0.0183	0.3777	0	0	1	0.1116
150	14	▁hi	0.9861	0.9893	-0.0032	0.0047	0.0018	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0093	1.1981	0.0047	0.0009	0.0001	0.0011	0.1191	0.0531	0.0794	0.0112	0.5103	0.0276	0.0048	0.0147	0.013	0.2859	0	0	1	0.8971
150	15	ér	0.9965	0.9976	-0.001	0.0015	0.0008	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	-0.0	0.0	0.0	0.0	0.0	-0.0	0.0	0.0	0.0022	0.0531	0.1334	0.0453	0.0672	0.0084	0.4569	0.0255	0.0066	0.0097	0.0134	0.3671	0	0	1	0.4426
150	16	og	0.9999	0.9999	-0.0	0.0	0.0001	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	-0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0881	0.0024	0.0	0.0443	0.0619	0.0087	0.3783	0.0318	0.0077	0.0105	0.011	0.4457	0	0	1	0.0
150	17	ly	0.9704	0.9937	-0.0233	0.0342	0.0371	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	-0.0	-0.0	-0.0	-0.0	0.0	0.0	0.0	0.0001	0.0023	0.1445	0.0022	0.0333	0.0649	0.008	0.2865	0.0251	0.009	0.0118	0.0183	0.5431	0	0	1	0.0014
150	18	phe	0.989	0.9943	-0.0054	0.0078	0.0022	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	-0.0	-0.0	0.0	0.0	0.0	0.0	0.0	0.0001	0.0199	0.0	0.0013	0.0245	0.0377	0.0064	0.2649	0.0179	0.0116	0.0178	0.0246	0.5945	0	0	1	0.1611
150	19	.	0.9851	0.9725	0.0126	-0.0186	0.0081	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	-0.0	-0.0	-0.0	-0.0	0.0	0.0151	0.5081	0.054	0.0	0.0	0.0	0.0249	0.0985	0.0266	0.1216	0.0178	0.0127	0.0403	0.0362	0.6213	0	0	1	0.0
150	20	</s>	0.9976	0.9842	0.0134	-0.0195	0.011	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0005	0.0036	0.5747	0.1907	0.0002	-0.0	-0.0	-0.0	-0.0	-0.0	0.0225	0.091	0.0364	0.0888	0.0165	0.0144	0.0604	0.1123	0.5577	0	0	1	0.0001
151	0	fr_XX	1.0	0.0	1.0	-25.5519	17.7112	17.7094	1.0	17.7094	1.0	17.7094	1.0	17.7094	1.0	17.7094	1.0	17.2964	43.3044	44.4255	40.9141	40.5998	44.6406	51.4289	55.7234	59.0994												0	0	1	
151	1	▁elle	0.0779	0.0007	0.0771	-6.702	6.3571	12.4639	1.0	9.7008	3.0	7.8874	5.0	6.8714	10.0	6.6512	34.0	0.0	-0.0	0.0003	0.0165	0.2529	0.6934	0.0016	0.0136	4.5442			0.0263	0.1096	0.1304	0.168	0.0268	0.016	0.1634	0.3596	0.0	0	1	1	
151	2	▁m	0.993	0.6609	0.3321	-0.5874	0.3899	0.0	1.0	0.0	1.0	0.0	1.0	0.191	1.0	0.3288	1.0	0.0	0.0	0.0011	0.0174	0.106	1.3437	0.2288	0.0013	0.001			0.0278	0.1043	0.1264	0.2613	0.0216	0.0127	0.0959	0.1163	0.2337	0	0	1	
151	3	'	0.9991	0.9996	-0.0005	0.0008	0.0009	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	-0.0	-0.0	-0.0	0.0	0.0	0.0	0.0	0.052	0.0			0.0405	0.1412	0.0747	0.1694	0.0216	0.0255	0.0789	0.0973	0.351	0	0	1	
151	4	a	0.9695	0.9956	-0.0261	0.0384	0.0681	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0003	0.0055	0.0164	0.0			0.0254	0.0758	0.059	0.3183	0.0175	0.0135	0.0588	0.0898	0.3419	0	0	1	
151	5	▁inspir	0.86	0.8807	-0.0207	0.0343	0.0954	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0571	2.0	-0.0	0.0	0.0	0.0	0.0	0.0004	0.0014	0.8463	0.0045			0.0268	0.079	0.0638	0.3314	0.019	0.0113	0.0582	0.0835	0.327	0	0	1	
151	6	é	0.9444	0.983	-0.0387	0.0579	0.0291	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0198	0.1393	0.0002			0.0141	0.0489	0.0428	0.1007	0.0112	0.0121	0.0489	0.0712	0.6502	0	0	1	
151	7	.	0.9052	0.4342	0.4709	-1.0597	1.0029	0.8084	1.0	0.8084	1.0	0.8084	1.0	0.8084	1.0	0.8084	1.0	-0.0	-0.0	-0.0	0.0	0.0	0.0021	1.6961	0.4282	0.0979			0.028	0.0857	0.0642	0.1342	0.0209	0.0163	0.0777	0.136	0.4372	0	0	1	
151	8	</s>	0.989	0.0323	0.9567	-4.938	3.4024	3.4281	1.0	3.4281	1.0	3.4281	1.0	3.4281	1.0	3.4281	1.0	0.0	0.0005	0.0006	0.1216	0.3416	0.0297	0.0	0.0	-0.0			0.0236	0.0692	0.0754	0.0951	0.0174	0.0162	0.0551	0.1809	0.4672	0	0	1	
152	0	fr_XX	1.0	0.0	1.0	-28.1219	19.4926	19.4912	1.0	19.4912	1.0	19.4912	1.0	19.4912	1.0	19.4912	1.0	9.2487	41.092	42.8505	44.3477	45.4126	45.6807	53.536	57.54	62.8984	73.8401	85.1389										0	0	1	77.5674
152	1	▁Ça	0.4082	0.0006	0.4077	-9.4449	5.5203	7.4043	1.0	7.4043	1.0	6.7206	3.0	6.249	6.0	5.8757	12.0	0.0	0.0	0.0001	0.0006	0.0023	0.0864	0.0065	0.0977	7.9509	23.7774	38.5064	0.0362	0.0954	0.0867	0.3587	0.0329	0.0222	0.0854	0.2824	0.0	0	0	1	14.4672
152	2	▁ne	0.9734	0.8944	0.0789	-0.122	0.0549	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0165	1.0	0.0	0.0	0.0	0.0	0.0	0.0001	0.0031	2.4282	9.8063	0.5268	0.0018	0.0296	0.0946	0.0497	0.2536	0.0256	0.0214	0.055	0.1123	0.3584	0	0	1	0.055
152	3	▁veut	0.8239	0.6174	0.2065	-0.4163	0.1516	0.0	1.0	0.0	1.0	0.0	1.0	0.1342	1.0	0.1342	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0006	1.8696	5.3418	0.002	0.0283	0.0816	0.053	0.2451	0.0193	0.0167	0.0593	0.0871	0.4097	0	0	1	0.4741
152	4	▁pas	0.9955	0.9348	0.0607	-0.0907	0.0555	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0001	0.0	0.0	0.0	0.0003	0.0084	0.8855	1.699	0.0	0.0	0.0175	0.0631	0.0255	0.1474	0.018	0.0132	0.0453	0.0864	0.5836	0	0	1	0.0034
152	5	▁dire	0.9962	0.9949	0.0014	-0.002	0.0004	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	-0.0	-0.0	0.0	0.0	0.0001	0.1099	1.2479	5.3759	1.2767	0.0001	-0.0	0.0135	0.0463	0.0253	0.1164	0.0117	0.0153	0.0445	0.0598	0.6671	0	0	1	0.0
152	6	▁qu	0.9909	0.9979	-0.007	0.0101	0.0142	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	-0.0	0.0	0.0	0.0001	0.0044	0.2107	0.5021	1.6184	3.7768	3.5595	0.4512	0.0223	0.0923	0.0279	0.1432	0.0152	0.0161	0.0814	0.0495	0.5519	0	0	1	0.0668
152	7	'	0.9986	0.9988	-0.0002	0.0002	0.0016	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0005	0.0479	0.0	-0.0	0.0	0.0	0.0228	0.1565	0.0193	0.0755	0.0137	0.0188	0.0799	0.0549	0.5588	0	0	1	0.0044
152	8	elles	0.3332	0.9935	-0.6603	1.5761	3.4491	3.4781	1.0	3.4781	1.0	3.4781	1.0	3.4781	2.0	3.4781	2.0	0.0	0.0	0.0	0.0	0.0003	0.0017	0.2814	1.0009	2.526	16.2718	21.201	0.0193	0.097	0.028	0.1054	0.0149	0.013	0.1842	0.0364	0.5018	0	1	1	10.5184
152	9	▁ne	0.8827	0.6573	0.2254	-0.4253	0.1401	0.0	1.0	0.0	1.0	0.0	1.0	0.1123	1.0	0.1123	2.0	-0.0	0.0	0.0	0.0	0.0186	0.0156	0.0001	0.0001	0.0051	2.5836	0.0481	0.0249	0.0685	0.0202	0.1808	0.0273	0.0135	0.0529	0.0476	0.5643	0	0	1	0.5437
152	10	▁sont	0.9233	0.8628	0.0605	-0.0977	0.0233	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0159	1.0	-0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.4677	3.2171	0.0871	0.0024	0.0252	0.0823	0.0185	0.2163	0.0238	0.0167	0.0539	0.0449	0.5184	0	0	1	0.1802
152	11	▁pas	0.9976	0.9895	0.0081	-0.0117	0.0058	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.1493	0.8098	0.6051	0.0208	0.0266	0.0011	0.0612	9.6635	0.0001	0.0	0.0218	0.0722	0.0167	0.1672	0.0179	0.0199	0.0569	0.0463	0.5811	0	0	1	0.0052
152	12	▁importantes	0.9265	0.9296	-0.003	0.0047	0.0244	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	-0.0	0.0	0.0	0.0	0.001	0.0496	0.0001	0.0001	0.0002	0.0001	0.0149	0.025	0.0788	0.0163	0.2058	0.0178	0.0257	0.0552	0.0385	0.5368	0	0	1	0.0
152	13	.	0.9924	0.9781	0.0143	-0.021	0.0122	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0001	0.0046	0.003	0.0345	0.0042	0.0151	0.0008	0.0	-0.0	-0.0	0.0273	0.1273	0.0564	0.1198	0.0201	0.0208	0.0644	0.1057	0.4582	0	0	1	-0.0
152	14	</s>	0.9942	0.1917	0.8025	-2.3745	1.6406	1.6442	1.0	1.6442	1.0	1.6442	1.0	1.6442	1.0	1.6442	1.0	0.0	0.0006	0.0058	0.2085	3.3789	2.8128	0.0002	0.0	-0.0	0.0001	0.0205	0.0211	0.1035	0.0579	0.0758	0.0155	0.0184	0.0579	0.1334	0.5166	0	0	1	10.6324
153	0	fr_XX	1.0	0.0	1.0	-30.7157	21.2905	21.2901	1.0	21.2901	1.0	21.2901	1.0	21.2901	1.0	21.2901	1.0	9.2251	41.2387	44.7568	47.1389	48.8866	48.5628	56.2771	56.6527	57.99	67.4508	88.2564										0	0	1	76.7675
153	1	▁É	0.7355	0.0	0.7355	-29.3126	18.7706	20.625	1.0	20.625	1.0	20.625	1.0	20.625	1.0	19.6422	9.0	0.0	-0.0	0.0	0.0038	1.0656	6.3994	101.8421	95.6494	87.9218	81.7821	110.1628	0.05	0.1037	0.0663	0.2634	0.0357	0.014	0.0934	0.3735	0.0	0	0	1	98.4201
153	2	t	0.784	0.9392	-0.1553	0.2607	0.1468	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.1335	2.0	0.0	0.0016	0.0013	0.0024	0.0003	0.0	0.0	0.0001	0.005	0.013	0.0048	0.0256	0.1094	0.0435	0.1484	0.019	0.0264	0.0692	0.1519	0.4065	0	0	1	0.0078
153	3	aient	0.9976	0.9978	-0.0002	0.0002	0.0005	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	-0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.4995	0.0	0.0	0.0164	0.0604	0.0182	0.0912	0.0128	0.0172	0.046	0.0752	0.6625	0	0	1	0.0
153	4	-	0.9954	0.9548	0.0406	-0.0601	0.0354	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0007	0.0094	0.0286	0.0196	0.4848	2.4166	0.0048	0.0	0.0	-0.0	0.0269	0.0732	0.0329	0.1593	0.0189	0.0255	0.0727	0.0838	0.5068	0	0	1	0.0
153	5	elles	0.8291	0.9908	-0.1617	0.257	1.1051	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	1.0873	2.0	-0.0	0.0	0.0	0.0	0.0	0.0	0.0003	0.0051	1.439	2.4925	17.3469	0.0187	0.0503	0.0254	0.09	0.0149	0.0238	0.0816	0.076	0.6193	0	1	1	26.8912
153	6	▁dans	0.554	0.8006	-0.2465	0.531	0.2321	0.0	1.0	0.0	1.0	0.0	1.0	0.2267	2.0	0.2267	2.0	-0.0	0.0	0.0	0.0003	0.0026	0.0929	0.0523	0.015	0.0321	7.3507	4.0785	0.0428	0.099	0.022	0.3522	0.0344	0.0098	0.0317	0.0446	0.3635	0	0	1	0.5029
153	7	▁les	0.5894	0.8713	-0.2819	0.5638	0.3952	0.0	1.0	0.0	1.0	0.0	1.0	0.3738	2.0	0.3458	3.0	0.0	0.0001	0.0002	0.0002	0.0003	0.7119	1.0507	0.0278	0.2372	1.6997	5.3292	0.0398	0.1338	0.0243	0.4137	0.0369	0.009	0.033	0.029	0.2804	0	0	1	3.0388
153	8	▁bras	0.9994	0.9987	0.0008	-0.0011	0.0004	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0001	0.0004	0.005	0.2502	1.5245	0.0858	0.0002	0.0012	4.3097	0.0366	0.0966	0.0236	0.4059	0.0266	0.0099	0.0306	0.0277	0.3426	0	0	1	0.0
153	9	▁de	0.3999	0.5896	-0.1897	0.5602	0.1803	0.0	1.0	0.0	1.0	0.0032	2.0	0.1245	3.0	0.1696	4.0	-0.0	-0.0	0.0	0.0	0.0	0.0062	0.4736	3.1412	0.3123	0.3832	1.4587	0.0278	0.083	0.0218	0.2109	0.0228	0.0106	0.0257	0.0297	0.5677	0	0	1	9.2472
153	10	▁l	0.9163	0.9734	-0.0571	0.0872	0.0426	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0001	0.0	0.0001	0.0	0.0	0.0064	0.6306	0.0933	0.614	4.8158	0.0239	0.0728	0.0192	0.1869	0.0227	0.0121	0.0271	0.0314	0.6038	0	0	1	1.8642
153	11	'	0.9995	0.9992	0.0003	-0.0005	0.0002	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	-0.0	0.0	-0.0	0.0	0.0	0.0	0.0055	0.0	0.0	0.0	0.0	0.0233	0.1579	0.0164	0.099	0.0127	0.0198	0.0653	0.0292	0.5764	0	0	1	0.0
153	12	une	0.5095	0.8585	-0.3491	0.7529	0.3575	0.0	1.0	0.0	1.0	0.0	1.0	0.3662	2.0	0.3662	2.0	0.0	0.0	0.0	0.0	0.0002	0.0043	0.0058	0.0801	0.6121	0.0004	0.0297	0.02	0.0596	0.0133	0.1798	0.0152	0.012	0.0419	0.0263	0.6319	0	0	1	0.0732
153	13	▁de	0.2362	0.5391	-0.3029	1.1906	0.2549	0.2432	1.0	0.2432	1.0	0.2432	1.0	0.2432	2.0	0.2348	3.0	-0.0	0.0	0.0001	0.0001	0.0024	0.0179	0.2917	2.256	0.0854	0.313	1.1242	0.0166	0.0474	0.0137	0.1128	0.0161	0.0173	0.0261	0.0229	0.7271	0	0	1	0.5545
153	14	▁l	0.9894	0.9943	-0.005	0.0072	0.0056	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0001	0.0	0.0001	0.0057	0.2673	0.5033	0.4849	0.0	0.0154	0.0474	0.0113	0.0999	0.0134	0.0211	0.0393	0.0286	0.7235	0	0	1	0.0044
153	15	'	0.999	0.9988	0.0002	-0.0002	0.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1349	0.0	0.0	0.0	0.0	0.0166	0.1337	0.0121	0.0635	0.0096	0.0165	0.0288	0.0217	0.6975	0	0	1	0.0
153	16	autre	0.9946	0.9988	-0.0042	0.0061	0.0053	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0001	0.0004	0.0939	0.0387	0.1742	0.0003	-0.0	0.0	0.0129	0.0368	0.0096	0.0724	0.0093	0.0162	0.0273	0.0278	0.7878	0	0	1	0.0
153	17	?	0.2937	0.9271	-0.6334	1.6584	1.2971	1.2988	1.0	1.2988	1.0	1.2988	1.0	1.2988	1.0	1.2988	2.0	0.0	0.0	0.0	0.0	0.0144	0.3711	0.042	0.0235	0.0202	0.0263	10.0012	0.0306	0.2265	0.019	0.0688	0.0131	0.0182	0.2176	0.0221	0.3842	0	0	1	14.405
153	18	</s>	0.9932	0.6018	0.3913	-0.7227	0.4981	0.0	1.0	0.0	1.0	0.0	1.0	0.4988	1.0	0.4988	1.0	0.0	0.0	0.0	0.0003	0.0013	0.0015	0.0	0.0	-0.0	-0.0	0.0	0.0251	0.1064	0.0493	0.0922	0.0176	0.022	0.0467	0.1169	0.5239	0	0	1	1.4231
154	0	fr_XX	1.0	0.0	1.0	-28.6307	19.8452	19.845	1.0	19.845	1.0	19.845	1.0	19.845	1.0	19.845	1.0	9.2833	41.422	45.3465	47.0094	47.9188	50.8554	57.63	57.1797	55.6378	65.3821	76.4597										0	0	1	68.969
154	1	▁Eh	0.2499	0.0032	0.2468	-6.2953	6.6202	10.3069	1.0	10.3069	1.0	8.0427	2.0	8.0427	2.0	7.0344	12.0	0.0	-0.0	0.0001	0.0055	0.1456	1.7043	0.0075	0.0029	0.0566	6.0745	14.589	0.0427	0.0913	0.1061	0.306	0.0245	0.0136	0.07	0.3459	0.0	0	0	1	14.5996
154	2	▁bien	0.9945	0.9945	0.0001	-0.0001	0.0004	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0001	0.0004	0.3473	0.0191	0.0002	0.02	0.0397	0.0382	0.1487	0.0117	0.0135	0.0572	0.0792	0.592	0	0	1	0.0
154	3	,	0.8684	0.9623	-0.0939	0.1481	0.1027	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.088	2.0	-0.0	0.0	0.0	0.0	0.0001	4.2552	0.0026	0.0	0.0	0.0	0.0	0.0266	0.0551	0.0537	0.1966	0.0158	0.0131	0.0521	0.0765	0.5105	0	0	1	0.0001
154	4	▁es	0.9272	0.9633	-0.0361	0.0551	0.0268	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0003	0.0002	0.0005	0.181	0.3034	0.0286	0.0	0.0	0.0001	0.0	0.0376	0.0737	0.0383	0.3086	0.0204	0.0092	0.0363	0.0786	0.3973	0	0	1	0.0
154	5	pé	0.9976	0.9988	-0.0013	0.0018	0.0008	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	-0.0	0.0	0.0	0.0	0.0	0.0	0.0002	0.0004	0.0041	0.1213	0.0001	0.0194	0.0411	0.0316	0.1924	0.0119	0.0178	0.0454	0.0748	0.5655	0	0	1	0.0
154	6	rons	0.9977	0.9977	-0.0	0.0	0.0003	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	0.0	0.0	0.0013	0.0204	0.0	0.0185	0.0331	0.0196	0.1075	0.0123	0.0101	0.0305	0.0593	0.7091	0	0	1	0.0
154	7	▁qu	0.9556	0.9847	-0.0291	0.0433	0.0361	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0002	0.0087	0.0071	0.0152	1.2132	0.0124	0.3366	0.0417	0.3356	0.0332	0.0774	0.0242	0.2341	0.022	0.0141	0.0333	0.0542	0.5075	0	0	1	0.353
154	8	'	0.9974	0.9986	-0.0013	0.0018	0.0033	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0002	0.0018	0.0093	0.0026	0.0001	-0.0	0.0	0.0	0.0273	0.0678	0.0241	0.1165	0.0165	0.019	0.0778	0.0452	0.6058	0	0	1	0.001
154	9	elles	0.0747	0.968	-0.8933	3.6954	4.653	4.698	1.0	4.698	1.0	4.698	1.0	4.698	1.0	4.698	2.0	0.0	0.0	0.0	0.0001	0.0014	0.0762	0.481	0.9316	2.4825	15.0224	14.8654	0.0258	0.0682	0.0205	0.1321	0.017	0.0119	0.1376	0.054	0.5329	0	1	1	2.3053
154	10	▁soient	0.5388	0.4228	0.116	-0.3499	0.0818	0.0258	1.0	0.0258	1.0	0.0258	1.0	0.0258	2.0	0.0734	3.0	0.0	0.0	0.0	0.0496	1.2639	0.0407	0.0009	0.0	0.0005	0.0067	1.0375	0.0261	0.0416	0.0177	0.1213	0.0144	0.0123	0.0417	0.0386	0.6862	0	0	1	2.7759
154	11	▁juste	0.3708	0.5097	-0.1389	0.4591	0.1092	0.0	1.0	0.0	1.0	0.0494	2.0	0.0485	4.0	0.0888	33.0	0.0	0.0	0.0014	0.0325	0.0108	0.0015	0.0002	0.0	0.0	0.0	0.0013	0.0368	0.0644	0.0163	0.2681	0.0216	0.0169	0.0563	0.0311	0.4884	0	0	1	5.4596
154	12	▁timid	0.9678	0.9851	-0.0173	0.0255	0.0137	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	-0.0	-0.0	0.0	0.0	0.0008	0.6885	0.0087	0.0019	0.0	0.0006	0.6002	0.052	0.0647	0.0141	0.3929	0.0236	0.0082	0.0339	0.0192	0.3914	0	0	1	0.1411
154	13	es	0.9924	0.986	0.0064	-0.0093	0.0018	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0001	0.0003	0.0003	0.0005	0.0378	0.0495	0.0002	0.0	0.0	0.0006	0.0744	0.0145	0.0266	0.0082	0.0766	0.0089	0.0156	0.0366	0.0238	0.7893	0	0	1	0.0
154	14	,	0.9161	0.9495	-0.0334	0.0517	0.0323	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	-0.0	-0.0	-0.0	0.0	0.0133	2.5382	0.0001	0.0	0.0	0.0	0.0	0.0338	0.0602	0.015	0.1894	0.0215	0.0112	0.0375	0.0304	0.6011	0	0	1	0.0
154	15	▁pas	0.7091	0.7834	-0.0743	0.1437	0.0368	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.026	3.0	0.0	0.0001	0.0006	0.0172	0.1108	0.0009	0.0005	0.0004	0.0067	1.8383	0.706	0.0298	0.0496	0.0128	0.1993	0.0248	0.0129	0.0507	0.0339	0.5863	0	0	1	2.1262
154	16	▁morte	0.9474	0.9786	-0.0313	0.0468	0.0315	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	-0.0	-0.0	0.0	0.0	0.0013	0.4162	0.8622	1.0596	0.0114	0.0875	0.0067	0.0312	0.0606	0.0095	0.2404	0.0245	0.0123	0.0707	0.0188	0.532	0	0	1	0.0019
154	17	s	0.9393	0.6798	0.2596	-0.4666	0.2055	0.0	1.0	0.0	1.0	0.0	1.0	0.1867	1.0	0.1867	1.0	-0.0	-0.0	-0.0	0.0	0.0003	0.1495	0.9943	1.4155	0.6191	0.0009	2.5912	0.0133	0.0299	0.0079	0.0918	0.0112	0.0122	0.0285	0.036	0.7693	0	0	1	0.0433
154	18	▁aussi	0.4381	0.683	-0.245	0.6408	0.3015	0.0	1.0	0.0	1.0	0.0468	2.0	0.0468	2.0	0.3068	3.0	-0.0	0.0	0.0	0.0	0.1308	0.0152	0.0008	0.0251	0.0048	0.0001	0.0	0.0255	0.0448	0.0117	0.1749	0.0157	0.0094	0.0264	0.0285	0.663	0	0	1	0.003
154	19	.	0.9882	0.9938	-0.0056	0.0081	0.0078	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	-0.0	0.0	0.0	0.0	0.0066	0.2809	0.0018	0.0	0.0004	0.0	-0.0	0.0259	0.0528	0.0311	0.1125	0.0161	0.0159	0.056	0.0463	0.6434	0	0	1	0.0
154	20	</s>	0.997	0.9615	0.0354	-0.0522	0.0342	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0002	0.0045	0.0002	0.0217	0.0	0.0	0.0	-0.0	-0.0	-0.0	0.0204	0.0546	0.0435	0.1029	0.019	0.0116	0.0343	0.1368	0.5769	0	0	1	0.0001
155	0	fr_XX	1.0	0.0	1.0	-25.4588	17.6467	17.3939	1.0	17.3939	1.0	17.3939	1.0	17.3939	1.0	17.551	1.0	9.2813	41.3796	45.0762	44.4936	47.1821	49.084	54.4356	57.2773	55.0162	57.9855	64.913										0	0	1	68.3329
