source_full	source_current	source_context	source_current_tagged	source_context_tagged	gold_target_full	gold_target_current	gold_target_context	gold_target_current_tagged	gold_target_context_tagged	gold_target_current_contrast	generated_target_full	generated_target_current	generated_target_context
Doc... tor... Doctor... That's weird. Those ones don't usually wake up for anything. Yeah, well - special visitor.<brk> OK, door, but it won't open.	OK, door, but it won't open.	Doc... tor... Doctor... That's weird. Those ones don't usually wake up for anything. Yeah, well - special visitor.	OK, door, but <p>it</p> won't open.	Doc... tor... Doctor... That's weird. Those ones don't usually wake up for anything. Yeah, well - special visitor.	Doc... teur... Docteur... C'est bizarre. Ils ne se réveillent pas habituellement pour si peu. Ouais, et bien, visiteur spécial.<brk> Ok, une  porte , mais elle ne veut pas s'ouvrir.	Ok, une  porte , mais elle ne veut pas s'ouvrir.	Doc... teur... Docteur... C'est bizarre. Ils ne se réveillent pas habituellement pour si peu. Ouais, et bien, visiteur spécial.	Ok, une  <hon>porte<hoff> , mais <p>elle</p> ne veut pas s'ouvrir.	Doc... teur... Docteur... C'est bizarre. Ils ne se réveillent pas habituellement pour si peu. Ouais, et bien, visiteur spécial.	Ok, une  porte , mais il ne veut pas s'ouvrir.	Doc... tor... Doc... C'est bizarre. Ceux-là ne se réveillent jamais pour rien. Ouais, bien... un visiteur spécial.<brk> OK, une porte, mais elle ne s'ouvre pas.	OK, une porte, mais elle ne s'ouvre pas.	Doc... tor... Doc... C'est bizarre. Ceux-là ne se réveillent jamais pour rien. Ouais, bien... un visiteur spécial.
I assumed that all electrical power, if we were successful, would be generated by nuclear means. In the '50s there were essentially two kinds of reactors being developed. The breeder reactor, which EBR-1 was a prototype for, and the light water reactor. The breeder reactor breeds plutonium and can recycle it over and over again It's a very good fuel. [ chuckles ]<brk> The light water reactor is a much simpler reactor, but it produces much more waste.	The light water reactor is a much simpler reactor, but it produces much more waste.	I assumed that all electrical power, if we were successful, would be generated by nuclear means. In the '50s there were essentially two kinds of reactors being developed. The breeder reactor, which EBR-1 was a prototype for, and the light water reactor. The breeder reactor breeds plutonium and can recycle it over and over again It's a very good fuel. [ chuckles ]	The light water reactor is a much simpler reactor, but <p>it</p> produces much more waste.	I assumed that all electrical power, if we were successful, would be generated by nuclear means. In the '50s there were essentially two kinds of reactors being developed. The breeder reactor, which EBR-1 was a prototype for, and the light water reactor. The breeder reactor breeds plutonium and can recycle it over and over again It's a very good fuel. [ chuckles ]	Je pensais que si on réussissait, toute l'électricité serait produite dans des centrales nucléaires. Dans les années 50, deux types de réacteurs étaient développés. Le réacteur surgénérateur, dont EBR-1 était un prototype, et le réacteur à eau légère. Le surgénérateur produit du plutonium et peut le recycler à l'infini. C'est un très bon combustible.<brk> Le  réacteur  à eau légère est beaucoup plus simple, mais il produit plus de déchets.	Le  réacteur  à eau légère est beaucoup plus simple, mais il produit plus de déchets.	Je pensais que si on réussissait, toute l'électricité serait produite dans des centrales nucléaires. Dans les années 50, deux types de réacteurs étaient développés. Le réacteur surgénérateur, dont EBR-1 était un prototype, et le réacteur à eau légère. Le surgénérateur produit du plutonium et peut le recycler à l'infini. C'est un très bon combustible.	Le  <hon>réacteur<hoff>  à eau légère est beaucoup plus simple, mais <p>il</p> produit plus de déchets.	Je pensais que si on réussissait, toute l'électricité serait produite dans des centrales nucléaires. Dans les années 50, deux types de réacteurs étaient développés. Le réacteur surgénérateur, dont EBR-1 était un prototype, et le réacteur à eau légère. Le surgénérateur produit du plutonium et peut le recycler à l'infini. C'est un très bon combustible.	Le  réacteur  à eau légère est beaucoup plus simple, mais elle produit plus de déchets.	J'ai présumé que toute électricité, si nous y arrivions, serait générée par des moyens nucléaires. Dans les années 50, on a développé deux types de réacteurs. Le réacteur reproducteur, pour lequel l'EBR-1 était un prototype, et le réacteur à eau légère. Le réacteur reproducteur reproduce le plutonium et peut le recycler encore et encore. C'est un très bon combustible.<brk> Le réacteur à eau légère est un réacteur beaucoup plus simple, mais il produit beaucoup plus de gaspillage.	Le réacteur à eau légère est un réacteur beaucoup plus simple, mais il produit beaucoup plus de gaspillage.	J'ai présumé que toute électricité, si nous y arrivions, serait générée par des moyens nucléaires. Dans les années 50, on a développé deux types de réacteurs. Le réacteur reproducteur, pour lequel l'EBR-1 était un prototype, et le réacteur à eau légère. Le réacteur reproducteur reproduce le plutonium et peut le recycler encore et encore. C'est un très bon combustible.
He was posing as a janitor. Yeah, uh, Carl, hasn't been around that long. Because until three months ago, he worked as an electrical engineer at an aerospace firm. With a pedigree like that, he would have the skills to design these sophisticated attacks. He must be staying somewhere in the city.<brk> His personnel file, it would have to have an address.	His personnel file, it would have to have an address.	He was posing as a janitor. Yeah, uh, Carl, hasn't been around that long. Because until three months ago, he worked as an electrical engineer at an aerospace firm. With a pedigree like that, he would have the skills to design these sophisticated attacks. He must be staying somewhere in the city.	His personnel file, <p>it</p> would have to have an address.	He was posing as a janitor. Yeah, uh, Carl, hasn't been around that long. Because until three months ago, he worked as an electrical engineer at an aerospace firm. With a pedigree like that, he would have the skills to design these sophisticated attacks. He must be staying somewhere in the city.	Il faisait le ménage. Oui, Carl. Il vient d'arriver. Avant ça, il était ingénieur électricien dans l'aéronautique. Alors, il doit avoir les compétences pour mettre en oeuvre ces attaques sophistiquées. Il faut le trouver. Il doit loger en ville.<brk> Son  dossier  d'employé, il doit contenir une adresse.	Son  dossier  d'employé, il doit contenir une adresse.	Il faisait le ménage. Oui, Carl. Il vient d'arriver. Avant ça, il était ingénieur électricien dans l'aéronautique. Alors, il doit avoir les compétences pour mettre en oeuvre ces attaques sophistiquées. Il faut le trouver. Il doit loger en ville.	Son  <hon>dossier<hoff>  d'employé, <p>il</p> doit contenir une adresse.	Il faisait le ménage. Oui, Carl. Il vient d'arriver. Avant ça, il était ingénieur électricien dans l'aéronautique. Alors, il doit avoir les compétences pour mettre en oeuvre ces attaques sophistiquées. Il faut le trouver. Il doit loger en ville.	Son  dossier  d'employé, elle doit contenir une adresse.	Il faisait semblant d'être le gardien. Ouais, Carl, il n'est pas là depuis si longtemps. Parce que jusqu'à il y a trois mois, il travaillait comme ingénieur électricien dans une compagnie aérospatiale. Avec un pedigree comme ça, il aurait les compétences pour concevoir ces attaques sophistiquées. Il doit rester quelque part dans la ville.<brk> Son fichier personnel, il devrait avoir une adresse.	Son fichier personnel, il devrait avoir une adresse.	Il faisait semblant d'être le gardien. Ouais, Carl, il n'est pas là depuis si longtemps. Parce que jusqu'à il y a trois mois, il travaillait comme ingénieur électricien dans une compagnie aérospatiale. Avec un pedigree comme ça, il aurait les compétences pour concevoir ces attaques sophistiquées. Il doit rester quelque part dans la ville.
Thanks for stopping. No one else passed by all day. 'Cause hardly no one uses this route no more. How'd you all get out here? Ah, we're businessmen.<brk> Our car, it broke down about 20 Miles away from here.	Our car, it broke down about 20 Miles away from here.	Thanks for stopping. No one else passed by all day. 'Cause hardly no one uses this route no more. How'd you all get out here? Ah, we're businessmen.	Our car, <p>it</p> broke down about 20 Miles away from here.	Thanks for stopping. No one else passed by all day. 'Cause hardly no one uses this route no more. How'd you all get out here? Ah, we're businessmen.	Merci de vous être arrêté. Personne d'autre n'est passé de la journée. Parce que personne n'utilise plus cette route d'habitude. Comment avez-vous atterri ici ? Ah, nous sommes des hommes d'affaires.<brk> Notre  voiture , elle est tombée en panne à 30km d'ici.	Notre  voiture , elle est tombée en panne à 30km d'ici.	Merci de vous être arrêté. Personne d'autre n'est passé de la journée. Parce que personne n'utilise plus cette route d'habitude. Comment avez-vous atterri ici ? Ah, nous sommes des hommes d'affaires.	Notre  <hon>voiture<hoff> , <p>elle</p> est tombée en panne à 30km d'ici.	Merci de vous être arrêté. Personne d'autre n'est passé de la journée. Parce que personne n'utilise plus cette route d'habitude. Comment avez-vous atterri ici ? Ah, nous sommes des hommes d'affaires.	Notre  voiture , il est tombée en panne à 30km d'ici.	Merci d'avoir arrêté. Personne d'autre n'est passé. Parce que presque personne n'utilise plus cette route. Comment êtes-vous tous sortis? Ah, nous sommes des hommes d'affaires.<brk> Notre voiture, elle s'est cassée à environ 20 Miles d'ici.	Notre voiture, elle s'est cassée à environ 20 Miles d'ici.	Merci d'avoir arrêté. Personne d'autre n'est passé. Parce que presque personne n'utilise plus cette route. Comment êtes-vous tous sortis? Ah, nous sommes des hommes d'affaires.
She worked for the National Security Council. Miss Corwin, are you there? You've been looking for me? Can we meet? No.<brk> Two months ago, a report I wrote was changed when it went through your office, but your office has been shut down for more than a year.	Two months ago, a report I wrote was changed when it went through your office, but your office has been shut down for more than a year.	She worked for the National Security Council. Miss Corwin, are you there? You've been looking for me? Can we meet? No.	Two months ago, a report I wrote was changed when <p>it</p> went through your office, but your office has been shut down for more than a year.	She worked for the National Security Council. Miss Corwin, are you there? You've been looking for me? Can we meet? No.	Elle travaillait pour le conseil de sécurité nationale (NSC). Mademoiselle Corwin, vous êtes là ? Vous me cherchiez ? On peut se rencontrer ? Non.<brk> Il y a deux mois, un  rapport  que j'ai écrit a été modifié quand il est passé par votre bureau, mais ton bureau a été fermé depuis plus d'un an.	Il y a deux mois, un  rapport  que j'ai écrit a été modifié quand il est passé par votre bureau, mais ton bureau a été fermé depuis plus d'un an.	Elle travaillait pour le conseil de sécurité nationale (NSC). Mademoiselle Corwin, vous êtes là ? Vous me cherchiez ? On peut se rencontrer ? Non.	Il y a deux mois, un  <hon>rapport<hoff>  que j'ai écrit a été modifié quand <p>il</p> est passé par votre bureau, mais ton bureau a été fermé depuis plus d'un an.	Elle travaillait pour le conseil de sécurité nationale (NSC). Mademoiselle Corwin, vous êtes là ? Vous me cherchiez ? On peut se rencontrer ? Non.	Il y a deux mois, un  rapport  que j'ai écrit a été modifié quand elle est passé par votre bureau, mais ton bureau a été fermé depuis plus d'un an.	Elle travaillait pour le Conseil de Sécurité Nationale. Mlle Corwin, êtes-vous là? Vous m'avez cherchée? On peut se rencontrer? Non.<brk> Il y a deux mois, un rapport que j'ai écris a été changé quand il est arrivé dans votre bureau, mais votre bureau est fermé depuis plus d'un an.	Il y a deux mois, un rapport que j'ai écris a été changé quand il est arrivé dans votre bureau, mais votre bureau est fermé depuis plus d'un an.	Elle travaillait pour le Conseil de Sécurité Nationale. Mlle Corwin, êtes-vous là? Vous m'avez cherchée? On peut se rencontrer? Non.
She found something? She's back here, isn't she? She's back at Selfridges. I want to put a whole family in it. Father, mother, children.<brk> And the motor will be at an angle, so it is almost flying.	And the motor will be at an angle, so it is almost flying.	She found something? She's back here, isn't she? She's back at Selfridges. I want to put a whole family in it. Father, mother, children.	And the motor will be at an angle, so <p>it</p> is almost flying.	She found something? She's back here, isn't she? She's back at Selfridges. I want to put a whole family in it. Father, mother, children.	- Elle a trouvé quelque chose ? Elle est de retour ici, non ? Elle est de retour à Selfridges. Je veux mettre toute une famille dedans. Père, mère, enfants.<brk> Et la  voiture  sera dans un angle, pour qu'on ait l'impression qu'elle vole.	Et la  voiture  sera dans un angle, pour qu'on ait l'impression qu'elle vole.	- Elle a trouvé quelque chose ? Elle est de retour ici, non ? Elle est de retour à Selfridges. Je veux mettre toute une famille dedans. Père, mère, enfants.	Et la  <hon>voiture<hoff>  sera dans un angle, pour qu'on ait l'impression qu'<p>elle</p> vole.	- Elle a trouvé quelque chose ? Elle est de retour ici, non ? Elle est de retour à Selfridges. Je veux mettre toute une famille dedans. Père, mère, enfants.	Et la  voiture  sera dans un angle, pour qu'on ait l'impression qu'il vole.	Elle a trouvé quelque chose? Elle est de retour ici, n'est-ce pas? Elle est de retour à Selfridges. Je veux mettre toute une famille dedans. Père, mère, enfants.<brk> Et le moteur sera à un angle, donc il est presque en vol.	Et le moteur sera à un angle, donc il est presque en vol.	Elle a trouvé quelque chose? Elle est de retour ici, n'est-ce pas? Elle est de retour à Selfridges. Je veux mettre toute une famille dedans. Père, mère, enfants.
<brk> I designed the machine to detect acts of terror, but it sees everything... violent crimes involving ordinary people.	I designed the machine to detect acts of terror, but it sees everything... violent crimes involving ordinary people.		I designed the machine to detect acts of terror, but <p>it</p> sees everything... violent crimes involving ordinary people.		<brk> Elle  devait déjouer le terrorisme, mais elle détecte tout. Des crimes violents impliquant des civils.	Elle  devait déjouer le terrorisme, mais elle détecte tout. Des crimes violents impliquant des civils.		<hon>Elle<hoff>  devait déjouer le terrorisme, mais <p>elle</p> détecte tout. Des crimes violents impliquant des civils.		Elle  devait déjouer le terrorisme, mais il détecte tout. Des crimes violents impliquant des civils.	<brk> La machine devait repérer des actes terroristes, mais elle voit tout, des crimes violents impliquant des gens ordinaires.	La machine devait repérer des actes terroristes, mais elle voit tout, des crimes violents impliquant des gens ordinaires.	
911. What is your emergency? Would you like me to send an ambulance to your location? An explosion. Are you sure?<brk> Where was the bomb when it went off, sir?	Where was the bomb when it went off, sir?	911. What is your emergency? Would you like me to send an ambulance to your location? An explosion. Are you sure?	Where was the bomb when <p>it</p> went off, sir?	911. What is your emergency? Would you like me to send an ambulance to your location? An explosion. Are you sure?	911. Quelle est votre urgence ? Voulez vous que je vous envoie une ambulance ? Une explosion. Êtes-vous sûr ?<brk> Où était la  bombe  quand elle a explosé ?	Où était la  bombe  quand elle a explosé ?	911. Quelle est votre urgence ? Voulez vous que je vous envoie une ambulance ? Une explosion. Êtes-vous sûr ?	Où était la  <hon>bombe<hoff>  quand <p>elle</p> a explosé ?	911. Quelle est votre urgence ? Voulez vous que je vous envoie une ambulance ? Une explosion. Êtes-vous sûr ?	Où était la  bombe  quand il a explosé ?	911. Quelle est votre urgence? J'enverrai une ambulance à votre endroit? Une explosion. Vous en êtes sûr?<brk> Où était la bombe quand elle a explosé, monsieur?	Où était la bombe quand elle a explosé, monsieur?	911. Quelle est votre urgence? J'enverrai une ambulance à votre endroit? Une explosion. Vous en êtes sûr?
- Let me see one more. - Cut the shit, all right? Holy shit! And they won't know? They don't even count it half the time. Jesus, holy shit.<brk> The camera doesn't even see the door when it opens.	The camera doesn't even see the door when it opens.	- Let me see one more. - Cut the shit, all right? Holy shit! And they won't know? They don't even count it half the time. Jesus, holy shit.	The camera doesn't even see the door when <p>it</p> opens.	- Let me see one more. - Cut the shit, all right? Holy shit! And they won't know? They don't even count it half the time. Jesus, holy shit.	- S'il te plaît. - Ferme-la, d'accord ? - J'y crois pas ! Et ils le sauront pas ? Ils font même pas les comptes la plupart du temps.<brk> Non, c'est complètement dingue ! La caméra voit même pas la  porte  quand elle s'ouvre.	Non, c'est complètement dingue ! La caméra voit même pas la  porte  quand elle s'ouvre.	- S'il te plaît. - Ferme-la, d'accord ? - J'y crois pas ! Et ils le sauront pas ? Ils font même pas les comptes la plupart du temps.	Non, c'est complètement dingue ! La caméra voit même pas la  <hon>porte<hoff>  quand <p>elle</p> s'ouvre.	- S'il te plaît. - Ferme-la, d'accord ? - J'y crois pas ! Et ils le sauront pas ? Ils font même pas les comptes la plupart du temps.	Non, c'est complètement dingue ! La caméra voit même pas la  porte  quand il s'ouvre.	- Fais-moi voir encore une chose. - Arrête la merde, d'accord? Putain! Et ils ne le sauront pas? Ils ne le comptent même pas la moitié du temps. Bon sang, pauvre merde.<brk> La caméra ne voit même pas la porte quand elle s'ouvre.	La caméra ne voit même pas la porte quand elle s'ouvre.	- Fais-moi voir encore une chose. - Arrête la merde, d'accord? Putain! Et ils ne le sauront pas? Ils ne le comptent même pas la moitié du temps. Bon sang, pauvre merde.
Yeah, in rehab, months ago! Yeah, that's true. I never followed up. And I did tell you it was a done deal, and... and then when I tried to call I couldn't get ahold of him, so... I got a bad habit of that, sweetheart.<brk> I... I make these big promises, and then... when they fall flat... Disappear.	I... I make these big promises, and then... when they fall flat... Disappear.	Yeah, in rehab, months ago! Yeah, that's true. I never followed up. And I did tell you it was a done deal, and... and then when I tried to call I couldn't get ahold of him, so... I got a bad habit of that, sweetheart.	I... I make these big promises, and then... when <p>they</p> fall flat... Disappear.	Yeah, in rehab, months ago! Yeah, that's true. I never followed up. And I did tell you it was a done deal, and... and then when I tried to call I couldn't get ahold of him, so... I got a bad habit of that, sweetheart.	Oui, en désintoxication, il y a des mois! Oui, c'est vrai. Je ne l'ai jamais suivi. Et je t'ai dit que c'était une affaire réglée, et...et ensuite quand j'ai essayé d'appeler je ne pouvais pas le recontacter, donc... J'ai pris la mauvaise habitude de ça, mon cœur.<brk> Je...je fais ces grandes  promesses , et ensuite... quand elles tombent à plat...	Je...je fais ces grandes  promesses , et ensuite... quand elles tombent à plat...	Oui, en désintoxication, il y a des mois! Oui, c'est vrai. Je ne l'ai jamais suivi. Et je t'ai dit que c'était une affaire réglée, et...et ensuite quand j'ai essayé d'appeler je ne pouvais pas le recontacter, donc... J'ai pris la mauvaise habitude de ça, mon cœur.	Je...je fais ces grandes  <hon>promesses<hoff> , et ensuite... quand <p>elles</p> tombent à plat...	Oui, en désintoxication, il y a des mois! Oui, c'est vrai. Je ne l'ai jamais suivi. Et je t'ai dit que c'était une affaire réglée, et...et ensuite quand j'ai essayé d'appeler je ne pouvais pas le recontacter, donc... J'ai pris la mauvaise habitude de ça, mon cœur.	Je...je fais ces grandes  promesses , et ensuite... quand ils tombent à plat...	Oui, en cure de désintox, il y a des mois! Oui, c'est vrai. Je n'ai jamais suivi. Et je t'ai dit que c'était un accord, et... et quand j'ai essayé d'appeler je ne pouvais pas l'avoir, donc... j'ai une mauvaise habitude de ça, mon ange.<brk> Je fais ces grandes promesses, et puis... quand elles tombent à plat... elles disparaissent.	Je fais ces grandes promesses, et puis... quand elles tombent à plat... elles disparaissent.	Oui, en cure de désintox, il y a des mois! Oui, c'est vrai. Je n'ai jamais suivi. Et je t'ai dit que c'était un accord, et... et quand j'ai essayé d'appeler je ne pouvais pas l'avoir, donc... j'ai une mauvaise habitude de ça, mon ange.
I would see those days return. I would relight the great forges of the Dwarves and send wealth and riches flowing once more from the Halls of Erebor! Death! That is what you will bring upon us! Dragon fire and ruin.<brk> If you waken that beast it will destroy us all.	If you waken that beast it will destroy us all.	I would see those days return. I would relight the great forges of the Dwarves and send wealth and riches flowing once more from the Halls of Erebor! Death! That is what you will bring upon us! Dragon fire and ruin.	If you waken that beast <p>it</p> will destroy us all.	I would see those days return. I would relight the great forges of the Dwarves and send wealth and riches flowing once more from the Halls of Erebor! Death! That is what you will bring upon us! Dragon fire and ruin.	Ce temps reviendra. Je rallumerai les grandes forges des Nains et referai déborder de richesses les grandes salles d'Erebor ! La mort ! Voilà ce que vous nous apporterez. Le feu et les ravages du Dragon.<brk> Si vous réveillez cette  bête , elle nous exterminera.	Si vous réveillez cette  bête , elle nous exterminera.	Ce temps reviendra. Je rallumerai les grandes forges des Nains et referai déborder de richesses les grandes salles d'Erebor ! La mort ! Voilà ce que vous nous apporterez. Le feu et les ravages du Dragon.	Si vous réveillez cette  <hon>bête<hoff> , <p>elle</p> nous exterminera.	Ce temps reviendra. Je rallumerai les grandes forges des Nains et referai déborder de richesses les grandes salles d'Erebor ! La mort ! Voilà ce que vous nous apporterez. Le feu et les ravages du Dragon.	Si vous réveillez cette  bête , il nous exterminera.	Je verrai ces jours revenir. Je illuminerais les grandes forges des Nains et envoierais des richesses coulant encore une fois des Halls de Jefferson! La Mort! C'est ce que tu nous apporteras! Du feu de Dragon et de la ruine.<brk> Si tu réveilles cette bête, elle nous détruira tous.	Si tu réveilles cette bête, elle nous détruira tous.	Je verrai ces jours revenir. Je illuminerais les grandes forges des Nains et envoierais des richesses coulant encore une fois des Halls de Jefferson! La Mort! C'est ce que tu nous apporteras! Du feu de Dragon et de la ruine.
Yeah, you're hot. you got a great face, and everybody knows that. You got, uh, legs of steel. I do live in a fifth-floor walkup. Well, it's working good, and your whole...<brk> Your form is just... it's very good.	Your form is just... it's very good.	Yeah, you're hot. you got a great face, and everybody knows that. You got, uh, legs of steel. I do live in a fifth-floor walkup. Well, it's working good, and your whole...	Your form is just... <p>it</p>'s very good.	Yeah, you're hot. you got a great face, and everybody knows that. You got, uh, legs of steel. I do live in a fifth-floor walkup. Well, it's working good, and your whole...	"Si tu es ""hot"". Tu as un très ... Tu as un très beau visage. Et tout le monde le sait. Tu as euh ... des jambes d'acier. C'est vrai que j'habite au 5ème sans ascenseur. Et bien, ça se voit.<brk> et tout ton ... ton  corps  est juste, ... il est très bien."	et tout ton ... ton  corps  est juste, ... il est très bien.	"Si tu es ""hot"". Tu as un très ... Tu as un très beau visage. Et tout le monde le sait. Tu as euh ... des jambes d'acier. C'est vrai que j'habite au 5ème sans ascenseur. Et bien, ça se voit."	et tout ton ... ton  <hon>corps<hoff>  est juste, ... <p>il</p> est très bien.	"Si tu es ""hot"". Tu as un très ... Tu as un très beau visage. Et tout le monde le sait. Tu as euh ... des jambes d'acier. C'est vrai que j'habite au 5ème sans ascenseur. Et bien, ça se voit."	et tout ton ... ton  corps  est juste, ... elle est très bien.	Ouais, tu es sexy. T'as un super visage, et tout le monde le sait. T'as, euh, des jambes en acier. Je vis dans une promenade au cinquième étage. Eh bien, ça marche bien, et ton...<brk> Ta forme est juste... elle est très bonne.	Ta forme est juste... elle est très bonne.	Ouais, tu es sexy. T'as un super visage, et tout le monde le sait. T'as, euh, des jambes en acier. Je vis dans une promenade au cinquième étage. Eh bien, ça marche bien, et ton...
She had this done a while ago. And the tattoos and the piercings are even older, right? Her body...it's a record of her journey into body modification. How does that track with her leg being forcibly amputated? Well, that's your job.<brk> What I can tell you about the subculture is it pushes the edge.	What I can tell you about the subculture is it pushes the edge.	She had this done a while ago. And the tattoos and the piercings are even older, right? Her body...it's a record of her journey into body modification. How does that track with her leg being forcibly amputated? Well, that's your job.	What I can tell you about the subculture is <p>it</p> pushes the edge.	She had this done a while ago. And the tattoos and the piercings are even older, right? Her body...it's a record of her journey into body modification. How does that track with her leg being forcibly amputated? Well, that's your job.	Elle l'a fait il y a quelque temps. Et les tatouages, et les pierçings sont même plus vieux, n'est ce pas ? Son corps... Il témoigne de son parcours de transformation du corps. Comment est-ce que ça conduit à sa jambe amputée de force ? Bien, c'est votre boulot.<brk> Ce que je peux vous dire à propos de la  sous-culture  c'est qu'elle repousse les barrières.	Ce que je peux vous dire à propos de la  sous-culture  c'est qu'elle repousse les barrières.	Elle l'a fait il y a quelque temps. Et les tatouages, et les pierçings sont même plus vieux, n'est ce pas ? Son corps... Il témoigne de son parcours de transformation du corps. Comment est-ce que ça conduit à sa jambe amputée de force ? Bien, c'est votre boulot.	Ce que je peux vous dire à propos de la  <hon>sous-culture<hoff>  c'est qu'<p>elle</p> repousse les barrières.	Elle l'a fait il y a quelque temps. Et les tatouages, et les pierçings sont même plus vieux, n'est ce pas ? Son corps... Il témoigne de son parcours de transformation du corps. Comment est-ce que ça conduit à sa jambe amputée de force ? Bien, c'est votre boulot.	Ce que je peux vous dire à propos de la  sous-culture  c'est qu'il repousse les barrières.	Elle a fait ça il y a longtemps. Et les tatouages et les piercings sont encore plus vieux, pas vrai? Son corps... c'est un enregistrement de son voyage vers les modifications du corps. Comment est-ce que cette trace avec sa jambe a été amputée de force? Eh bien, c'est votre travail.<brk> Ce que je peux vous dire sur la sous-culture c'est qu'elle pousse au-delà.	Ce que je peux vous dire sur la sous-culture c'est qu'elle pousse au-delà.	Elle a fait ça il y a longtemps. Et les tatouages et les piercings sont encore plus vieux, pas vrai? Son corps... c'est un enregistrement de son voyage vers les modifications du corps. Comment est-ce que cette trace avec sa jambe a été amputée de force? Eh bien, c'est votre travail.
Yes. What is the ratio of men to women senior partners at Pearson Hardman? What? She has no knowledge of that. Then I direct the question to you.<brk> And I have the answer, but it's not relevant to this case.	And I have the answer, but it's not relevant to this case.	Yes. What is the ratio of men to women senior partners at Pearson Hardman? What? She has no knowledge of that. Then I direct the question to you.	And I have the answer, but <p>it</p>'s not relevant to this case.	Yes. What is the ratio of men to women senior partners at Pearson Hardman? What? She has no knowledge of that. Then I direct the question to you.	Oui. Quel est le pourcentage d'hommes et de femmes partenaires sénior chez Pearson Hardman? Quoi? Elle n'en sait absolument rien. Et bien je vous pose la question alors ?<brk> Et j'ai la  réponse , mais elle n'est pas pertinente pour cette affaire.	Et j'ai la  réponse , mais elle n'est pas pertinente pour cette affaire.	Oui. Quel est le pourcentage d'hommes et de femmes partenaires sénior chez Pearson Hardman? Quoi? Elle n'en sait absolument rien. Et bien je vous pose la question alors ?	Et j'ai la  <hon>réponse<hoff> , mais <p>elle</p> n'est pas pertinente pour cette affaire.	Oui. Quel est le pourcentage d'hommes et de femmes partenaires sénior chez Pearson Hardman? Quoi? Elle n'en sait absolument rien. Et bien je vous pose la question alors ?	Et j'ai la  réponse , mais il n'est pas pertinente pour cette affaire.	Oui. Quel est le ratio hommes-femmes parmi les partenaires principaux de Pearson Hardman? Quoi? Elle n'en sait rien. Je vous pose la question.<brk> J'ai la réponse, mais elle n'est pas pertinente pour l'affaire.	J'ai la réponse, mais elle n'est pas pertinente pour l'affaire.	Oui. Quel est le ratio hommes-femmes parmi les partenaires principaux de Pearson Hardman? Quoi? Elle n'en sait rien. Je vous pose la question.
With pleasure. Does this girl look familiar to you? I've never seen this girl, but this mark I have seen. I hope I never see it again. I don't know who's behind it, and I don't want to.<brk> My girls... they have good life.	My girls... they have good life.	With pleasure. Does this girl look familiar to you? I've never seen this girl, but this mark I have seen. I hope I never see it again. I don't know who's behind it, and I don't want to.	My girls... <p>they</p> have good life.	With pleasure. Does this girl look familiar to you? I've never seen this girl, but this mark I have seen. I hope I never see it again. I don't know who's behind it, and I don't want to.	Avec plaisir. Avez-vous déjà vu cette fille? Je n'ai jamais vu cette fille, Mais j'ai déja vu cette marque. J'espère ne pas la revoir. Je ne sais pas qui est derrière ça, et je ne veux pas le savoir.<brk> Mes  filles ... Elles ont une belle vie.	Mes  filles ... Elles ont une belle vie.	Avec plaisir. Avez-vous déjà vu cette fille? Je n'ai jamais vu cette fille, Mais j'ai déja vu cette marque. J'espère ne pas la revoir. Je ne sais pas qui est derrière ça, et je ne veux pas le savoir.	Mes  <hon>filles<hoff> ... <p>Elles</p> ont une belle vie.	Avec plaisir. Avez-vous déjà vu cette fille? Je n'ai jamais vu cette fille, Mais j'ai déja vu cette marque. J'espère ne pas la revoir. Je ne sais pas qui est derrière ça, et je ne veux pas le savoir.	Mes  filles ... Ils ont une belle vie.	Avec plaisir. Cette fille te semble-t-elle familière? Je n'ai jamais vu cette fille, mais cette marque, je l'ai vue. J'espère que je ne la reverrai plus jamais. Je ne sais pas qui est derrière, et je ne veux pas.<brk> Mes filles... elles ont de bonnes vies.	Mes filles... elles ont de bonnes vies.	Avec plaisir. Cette fille te semble-t-elle familière? Je n'ai jamais vu cette fille, mais cette marque, je l'ai vue. J'espère que je ne la reverrai plus jamais. Je ne sais pas qui est derrière, et je ne veux pas.
