src_en	tgt_fr	src_en_ctx	tgt_fr_ctx	src_en_with_tags	orig_fr	orig_fr_with_tags
Well, I had a house, and it was very clean.	Eh bien, j'avais une maison, et elle était très propre.	"That was like a game of ""rock, paper, pervert."" Sophie, thank you for coming in. Max and I wanted to talk to you about taking you up on your offer to work for your cleaning company. Yeah, she wants to do it for money to pay for our website, and I want to do it because I like rummaging through strangers' medicine cabinets. Have you cleaned houses before?<brk> Well, I had a house, and it was very clean."		Well, I had a house, and <p>it</p> was very clean.	Eh bien, j'avais une  maison  et elle était très propre.	Eh bien, j'avais une  <hon>maison<hoff>  et <p>elle</p> était très propre.
These things are never how they look.	Ces choses ne sont jamais à quoi elles ressemblent.	He probably spends that on hair gel. DANVILLE: I don't know. Feels more like strategy to me than charity. You think? (crowd chatter, Kemp laughs)<brk> These things are never how they look.		These things are never how <p>they</p> look.	Ces  choses  la ne sont jamais comme elles semblent.	Ces  <hon>choses<hoff>  la ne sont jamais comme <p>elles</p> semblent.
- Vee, I want you to talk to the girls at the hospital, see what they can tell us.	- Vee, je veux que tu parles aux filles de l'hôpital, pour voir ce qu'elles peuvent nous dire.	I mean, if you're selling the skins, then why damage the merchandise? Must have been a beggun, a runner. Make an example out of them by sawing off their legs in front of the other girls. If those dates are right, they shipped 30 girls a week ago. - There were only ten here.<brk> - Vee, I want you to talk to the girls at the hospital, see what they can tell us.		- Vee, I want you to talk to the girls at the hospital, see what <p>they</p> can tell us.	- Vee, je veux que tu parles aux autres  filles  à l'hôpital, vois ce qu'elles peuvent nous apprendre.	- Vee, je veux que tu parles aux autres  <hon>filles<hoff>  à l'hôpital, vois ce qu'<p>elles</p> peuvent nous apprendre.
She had access to the 50th floor of the Empire State Building while it was under renovation.	Elle avait accès au 50ème étage de l'Empire State Building pendant qu'il était en travaux.	I'm sorry, but you got to go back. Listen, you've been looking for that evidence box for, what, three months now? I've been after it for 30 years. Now you say you're close. When WITSEC moved Ellen to New York 12 years ago, they gave her a job at a securities firm.<brk> She had access to the 50th floor of the Empire State Building while it was under renovation.		She had access to the 50th floor of the Empire State Building while <p>it</p> was under renovation.	Elle avait accès au 50e étage de l' Empire State Bulding  quand il était en rénovation.	Elle avait accès au 50e étage de l' <hon>Empire State Bulding<hoff>  quand <p>il</p> était en rénovation.
By the time the D.A. voids my case, all those ladies you have lunch with, your friends on the board of the Central Park zoo... they'll know all about it.	Au moment où le procureur annulera mon dossier, toutes ces femmes avec qui tu déjeunes, tes amies du conseil d'administration du zoo de Central Park, elles sauront tout.	- Yes, you could! You chose to do nothing! I stood by and watched on the sidelines once too, and I still think about it, but this was your daughter. You can't arrest me. Oh, I can arrest you.<brk> By the time the D.A. voids my case, all those ladies you have lunch with, your friends on the board of the Central Park zoo... they'll know all about it.		By the time the D.A. voids my case, all those ladies you have lunch with, your friends on the board of the Central Park zoo... <p>they</p>'ll know all about it.	D'ici à ce que le procureur annule mon dossier, toutes ces  femmes  avec qui vous déjeunez, vos amies du bureau du Zoo de Central Park... elles sauront tout.	D'ici à ce que le procureur annule mon dossier, toutes ces  <hon>femmes<hoff>  avec qui vous déjeunez, vos amies du bureau du Zoo de Central Park... <p>elles</p> sauront tout.
The virus may not effect Fae, but I have to treat the affected humans before the substance mutates ... which very well could happen if it keeps jumping the species barrier.	Le virus n'aura peut-être pas d'effet sur Fae, mais je dois soigner les humains affectés avant que la substance ne mute... ce qui pourrait très bien arriver si elle continue de sauter la barrière des espèces.	Let's go... So, what gives? I give. I mean, I will... give. I brought the antidote.<brk> The virus may not effect Fae, but I have to treat the affected humans before the substance mutates ... which very well could happen if it keeps jumping the species barrier.		The virus may not effect Fae, but I have to treat the affected humans before the substance mutates ... which very well could happen if <p>it</p> keeps jumping the species barrier.	Le  virus  n'affectera peut-être pas les fae, mais j'ai pour traiter les êtres humains touchés avant que la substance change ... ce qui pourrait bien arriver s'il continue à sauter la barrière inter-espèces	Le  <hon>virus<hoff>  n'affectera peut-être pas les fae, mais j'ai pour traiter les êtres humains touchés avant que la substance change ... ce qui pourrait bien arriver s'<p>il</p> continue à sauter la barrière inter-espèces
If this storm is as bad as we think it is, - we're never going to survive.	Si cette tempête est aussi mauvaise qu'on le croit, on ne survivra jamais.	And that's what we'll have to do with these sheep. We gotta prove to them they have nothing to fear... Oh, at this rate, we'll never get any milk or eggs. Just as I feared. We haven't had time to fully stock the food storehouse.<brk> If this storm is as bad as we think it is, - we're never going to survive.		If this storm is as bad as we think <p>it</p> is, - we're never going to survive.	Si cette  tempête  est aussi mauvaise que nous pensons qu'elle l'est, nous n'allons jamais survivre.	Si cette  <hon>tempête<hoff>  est aussi mauvaise que nous pensons qu'<p>elle</p> l'est, nous n'allons jamais survivre.
I gave my opinion this afternoon; it hasn't changed.	J'ai donné mon avis cet après-midi, il n'a pas changé.	His... He was told to go professional, he didn't listen. Who didn't listen? Your barber? Ha. Let's go.<brk> I gave my opinion this afternoon; it hasn't changed.		I gave my opinion this afternoon; <p>it</p> hasn't changed.	J'ai déjà donné mon  opinion  cet après-midi ; elle n'a pas changé.	J'ai déjà donné mon  <hon>opinion<hoff>  cet après-midi ; <p>elle</p> n'a pas changé.
Did you know that if a cat's mum has a deformed baby, it will just eat that baby?	Saviez-vous que si la maman d'un chat a un bébé déformé, elle le mangera?	That's a good life lesson, yeah. Everyone's disgusting. I'll get you a towel. Such a gentleman. It's a bit damp but it's OK.<brk> Did you know that if a cat's mum has a deformed baby, it will just eat that baby?		Did you know that if a cat's mum has a deformed baby, <p>it</p> will just eat that baby?	Tu savais que si une  maman  chat a un bébé mal-formé, elle mange le bébé ?	Tu savais que si une  <hon>maman<hoff>  chat a un bébé mal-formé, <p>elle</p> mange le bébé ?
Don't sleep with all those girls, 'cause then they come at me.	Ne couchez pas avec toutes ces filles, parce qu'elles m'attaquent.	<brk> Don't sleep with all those girls, 'cause then they come at me.		Don't sleep with all those girls, 'cause then <p>they</p> come at me.	Ne couche pas avec toutes ces  filles  parce qu'après elles viennent me voir.	Ne couche pas avec toutes ces  <hon>filles<hoff>  parce qu'après <p>elles</p> viennent me voir.
Your drink is only about half as full as it should be, Frank.	Votre verre n'est que la moitié de ce qu'il devrait être, Frank.	South Carolina's premiere military college. They taught me the values of honor, duty, and respect. They also hazed me, tried to break me, and, senior year, nearly expelled me when I volunteered for a Senate Race and my studies suffered. But that didn't stop them from soliciting a hefty sum for their new library 30 years later. How quickly poor grades are forgotten in the shadow of power and wealth.<brk> Your drink is only about half as full as it should be, Frank.		Your drink is only about half as full as <p>it</p> should be, Frank.	Ton  verre  n'est pas aussi plein qu'il devrait l'être, Frank.	Ton  <hon>verre<hoff>  n'est pas aussi plein qu'<p>il</p> devrait l'être, Frank.
We've recreated this settlement exactly as it was 100 years earlier.	Nous avons recréé cette colonie exactement comme elle était 100 ans auparavant.	In this experiment, you'll be allowed to govern yourselves completely with no interference and no help. We will abandon you with a camera crew to document your adventure, but the world you know is gone-- slate wiped clean, and you will start a new civilization. - Are you ready to begin? - Yes. Okay. 2 miles due east... are the remains of a primitive settlement, an outpost where fur traders would stop to barter their wares. But one day in 1908, this settlement was found abandoned, fire still burning, food still cooking in pots, but its 14 inhabitants had mysteriously disappeared, never to be seen again.<brk> We've recreated this settlement exactly as it was 100 years earlier.		We've recreated this settlement exactly as <p>it</p> was 100 years earlier.	On a reconstitué cette  colonie  comme elle était un siècle plus tôt.	On a reconstitué cette  <hon>colonie<hoff>  comme <p>elle</p> était un siècle plus tôt.
She was caught hiding in a cargo hold of a freighter before it set sail down the Mississippi.	Elle a été attrapée dans la soute d'un cargo avant qu'il ne redescende le Mississippi.	Katie doesn't deserve to die. You're in no position to be so principled. You can't win a war without a few strategic losses, no matter how regrettable they may be. How many times have the vampires been one step ahead, known something they shouldn't, your sister executed in the public square for practicing magic who knew she'd be caught? Did she even attempt to flee?<brk> She was caught hiding in a cargo hold of a freighter before it set sail down the Mississippi.		She was caught hiding in a cargo hold of a freighter before <p>it</p> set sail down the Mississippi.	Elle s'était cachée à bord d'un  bateau  avant qu'il descende le Mississippi.	Elle s'était cachée à bord d'un  <hon>bateau<hoff>  avant qu'<p>il</p> descende le Mississippi.
So I do the history, even though it may hurt people.	Je fais donc l' histoire, même si elle peut faire du mal aux gens.	I can't find anything. There's a problem here. You're delving into the origins of Muslims' deepest beliefs but where is the historical evidence? Sometimes the belief of the believer, and the understanding of the scholar, cannot be squared. It's a choice between doing history and not doing history.<brk> So I do the history, even though it may hurt people.		So I do the history, even though <p>it</p> may hurt people.	Donc, je fais l' histoire , même si elle peut blesser les gens.	Donc, je fais l' <hon>histoire<hoff> , même si <p>elle</p> peut blesser les gens.
The town is gonna need an explanation, one that answers more questions than it raises, one that protects the ones who are still here.	La ville aura besoin d'explications, une qui réponde plus aux questions qu'elle n'en soulève, une qui protège ceux qui sont encore là.	- to the in-- - Dad. He's OK. He's OK. Your aunt and I have spoken.<brk> The town is gonna need an explanation, one that answers more questions than it raises, one that protects the ones who are still here.		The town is gonna need an explanation, one that answers more questions than <p>it</p> raises, one that protects the ones who are still here.	La ville aura besoin d'une  explication , qui réponde à plus de questions qu'elle n'en soulève, et qui protège ceux qui sont toujours là.	La ville aura besoin d'une  <hon>explication<hoff> , qui réponde à plus de questions qu'<p>elle</p> n'en soulève, et qui protège ceux qui sont toujours là.
Show these witches no fear or they will devour you.	Montrer à ces sorcières qu'elles n'ont pas peur, sinon elles vous dévoreront.	Don't you know men who come here never leave? I am here to speak with the warrior who is said to live here. I am a chief. Is that right? A chief?<brk> Show these witches no fear or they will devour you.		Show these witches no fear or <p>they</p> will devour you.	Ne montre pas ta peur à ces  sorcières  ou elles te dévoreront.	Ne montre pas ta peur à ces  <hon>sorcières<hoff>  ou <p>elles</p> te dévoreront.
Lord of lords, we make this offering to you, hoping you will find it pleasing.	Seigneur des seigneurs, nous te faisons cette offrande, en espérant que tu la trouveras agréable.	He is so weak he cannot eat. Pray to the gods, please, for him. Wait, no. I said no. No.<brk> Lord of lords, we make this offering to you, hoping you will find it pleasing.		Lord of lords, we make this offering to you, hoping you will find <p>it</p> pleasing.	Seigneur d'entre les seigneurs, nous te faisons cette  offrande  en espérant qu'elle te satisfasse.	Seigneur d'entre les seigneurs, nous te faisons cette  <hon>offrande<hoff>  en espérant qu'<p>elle</p> te satisfasse.
Steel-toed boots may be the punk style, but they definitely clashed with his skull.	Les bottes à pointes d'acier sont peut-être du style punk, mais elles se sont heurtées à son crâne.	Yeah, if it wasn't for that cash, uh... club would've been closed tonight. Sorry to keep you waiting. And without a stack of old National Geographics, like a proper doctor. David's still prepping the last victim, but here's what we have so far. Kevin Ellis. C.O.D.'s intracerebral hemorrhage due to multiple blunt force trauma.<brk> Steel-toed boots may be the punk style, but they definitely clashed with his skull.		Steel-toed boots may be the punk style, but <p>they</p> definitely clashed with his skull.	Des  bottes  à embout d'acier peut être du style punk, mais elles ont vraiment heurté son crâne.	Des  <hon>bottes<hoff>  à embout d'acier peut être du style punk, mais <p>elles</p> ont vraiment heurté son crâne.
Only the road knows, where it will end.	Seule la route sait où elle s'arrêtera.	Life makes you pay dearly, lt's such a raw deal It's a long, bumpy truck ride, And there's never a free meal Even these breaths we borrow will escape us tomorrow. We seek a home, around every bend,<brk> Only the road knows, where it will end.		Only the road knows, where <p>it</p> will end.	Seule la  route  sait où elle se terminera.	Seule la  <hon>route<hoff>  sait où <p>elle</p> se terminera.
The women come out worse than they went in.	Les femmes sortent moins bien qu'elles n'entraient.	Yeah. She's being looked after. You've seen her, have you? I just want to know if she's all right. The wet cells aren't built for comfort, Doreen. Oh, Miss Davidson, I'm sorry.<brk> The women come out worse than they went in.		The women come out worse than <p>they</p> went in.	Les  femmes  en sortent pires que quand elles y rentrent.	Les  <hon>femmes<hoff>  en sortent pires que quand <p>elles</p> y rentrent.
For the chip to process data organically, it had to be connected to the hippocampus.	Pour traiter les données de façon organique, il a fallu qu'il soit connecté à l'hippocampe.	You need to do something. I'm trying to do something, Riley. The brain works much like a computer, okay, even without the chip. There's short-term memory... ram, if you will... and there is long-term memory, a hard drive known as the hippocampus.<brk> For the chip to process data organically, it had to be connected to the hippocampus.		For the chip to process data organically, <p>it</p> had to be connected to the hippocampus.	Pour que la  puce  traite les données organiques, elle doit être connectée à l'hippocampe.	Pour que la  <hon>puce<hoff>  traite les données organiques, <p>elle</p> doit être connectée à l'hippocampe.
Things would go back to the way they were.	Les choses allaient redevenir ce qu'elles étaient.	- ( Chuckles ) - I did! I mean, you know, more than normal. Look, I... The book took a lot of time and commitment from you, from me, from the kids, and I'm very proud of what you did. But I thought that when the book was done...<brk> Things would go back to the way they were.		Things would go back to the way <p>they</p> were.	Les  choses  reprendraient là où elles étaient.	Les  <hon>choses<hoff>  reprendraient là où <p>elles</p> étaient.
I just told my girlfriends it was you guys, and they didn't believe me.	J'ai dit à mes copines que c'était vous et elles ne m'ont pas cru.	T.K., I actually brought you here to talk to you. How do I say this? Oh, my God! Rex Evans and Terrence King. [ Laughs ]<brk> I just told my girlfriends it was you guys, and they didn't believe me.		I just told my girlfriends it was you guys, and <p>they</p> didn't believe me.	J'ai dit à mes  copines  que c'était bien vous, et elles ont pas voulu me croire.	J'ai dit à mes  <hon>copines<hoff>  que c'était bien vous, et <p>elles</p> ont pas voulu me croire.
The winning argument is like a fine wine - it gives me a feeling of wellbeing.	L'argument gagnant est comme un bon vin - il me donne un sentiment de bien-être.	However, were the occasion an anniversary, then I must direct you to our most glittering gift. Though expensive, our engraved silver purses would make any birthday an occasion to treasure. Now... Shall we leave you a moment or two to muse, or are you ready to decide? None of us expected this to happen, but perhaps we should all admit it's for the best, hmm? I cherish reason.<brk> The winning argument is like a fine wine - it gives me a feeling of wellbeing.		The winning argument is like a fine wine - <p>it</p> gives me a feeling of wellbeing.	L' argument  gagnant est comme un bon vin, il me donne une sensation de bien-être.	L' <hon>argument<hoff>  gagnant est comme un bon vin, <p>il</p> me donne une sensation de bien-être.
Things are different for people like them than they are for people like us and there's bloody naught we can do about it.	Les choses sont différentes pour les gens comme eux que pour les gens comme nous et il n'y a rien que nous puissions faire à ce sujet.	Do you know what's bloody priceless? I get to live like the king of Siam for a month, me Sophie gets $5,000, and, best of all, the public gets the satisfaction of seeing someone hang for this heinous crime. The public ought to see the man who actually committed this heinous crime hang for it. Never gonna happen, copper. You know this stretch of road.<brk> Things are different for people like them than they are for people like us and there's bloody naught we can do about it.		Things are different for people like them than <p>they</p> are for people like us and there's bloody naught we can do about it.	Les  choses  sont différentes pour des gens comme eux plus qu'elles ne le sont pour des gens comme nous et il n'y a rien que nous puissions faire à ce sujet.	Les  <hon>choses<hoff>  sont différentes pour des gens comme eux plus qu'<p>elles</p> ne le sont pour des gens comme nous et il n'y a rien que nous puissions faire à ce sujet.
Ever since I was a little kid, I would plan and plan and plan all my birthday parties but never actually went through with any of them because they were never ready by the time my birthday actually rolled around.	Depuis mon enfance, je planifiais toutes mes fêtes d'anniversaire, mais elles n'ont jamais eu lieu parce qu'elles n'étaient pas prêtes avant mon anniversaire.	"Will wants his mother as far away from the bar as possible, and all of you Glee kids have dated so incestuously that I can't even remember who can tolerate who anymore, so... Look, I'm-I'm worried about not being able to do this. Being able to look Mr. Shue in the eyes. Look, I'm really sorry that I don't have a pamphlet handy for you right now, but I'm pretty sure if I did, it would say something like, ""Get Over It,"" okay? My therapist says that I use my OCD to control the uncontrollable.<brk> Ever since I was a little kid, I would plan and plan and plan all my birthday parties but never actually went through with any of them because they were never ready by the time my birthday actually rolled around."		Ever since I was a little kid, I would plan and plan and plan all my birthday parties but never actually went through with any of them because <p>they</p> were never ready by the time my birthday actually rolled around.	Petite, je préparais sans cesse mes  fêtes  d'anniversaire, mais je les faisais jamais parce qu'elles étaient jamais prêtes à temps.	Petite, je préparais sans cesse mes  <hon>fêtes<hoff>  d'anniversaire, mais je les faisais jamais parce qu'<p>elles</p> étaient jamais prêtes à temps.
I have, uh, a shoe print, um, from a hiking shoe, and from the lack of wear, I'd say they're brand new.	J'ai une empreinte de chaussure, euh, d'une chaussure de randonnée, et par manque d'usure, je dirais qu'elles sont neuves.	Nate. I'm so sorry. I-I-I promise you that. Find anything? Yeah, yeah.<brk> I have, uh, a shoe print, um, from a hiking shoe, and from the lack of wear, I'd say they're brand new.		I have, uh, a shoe print, um, from a hiking shoe, and from the lack of wear, I'd say <p>they</p>'re brand new.	J'ai, euh, une empreinte de chaussure, um, de  chaussure  de randonnée, et vu la faible usure, je dirais qu'elles sont toutes neuves.	J'ai, euh, une empreinte de chaussure, um, de  <hon>chaussure<hoff>  de randonnée, et vu la faible usure, je dirais qu'<p>elles</p> sont toutes neuves.
This wound is supposed to be irrigated every two hours or it gets re-infected.	Cette blessure doit être irriguée toutes les 2 heures sinon elle sera réinfectée.	Those boys are in my trees again! They're devils for thieving! Bloody devils! There are no boys and nothing is being stolen, come back inside, please. Christ!<brk> This wound is supposed to be irrigated every two hours or it gets re-infected.		This wound is supposed to be irrigated every two hours or <p>it</p> gets re-infected.	Cette  plaie  est censée être irriguée toutes les 2h ou bien elle se réinfectera.	Cette  <hon>plaie<hoff>  est censée être irriguée toutes les 2h ou bien <p>elle</p> se réinfectera.
These grasslands have been grazed and burned and have endured the harshest drought in generations... but with the rains, they're beginning to recover.	Ces prairies ont été rasées et ont enduré la plus sévère sécheresse depuis des générations... mais avec les pluies, elles commencent à se rétablir.	The gamble the crowned eagle took months ago by nesting here has paid off. She is the only eagle to actually nest in this forest. The only one who took the risk to breed here, well before the trees came into fruit and the bats flooded in. She only breeds once every two years, so her timing must be perfect. In a few months, the bats will leave, but her gamble means her chick will have the best possible start in life.<brk> These grasslands have been grazed and burned and have endured the harshest drought in generations... but with the rains, they're beginning to recover.		These grasslands have been grazed and burned and have endured the harshest drought in generations... but with the rains, <p>they</p>'re beginning to recover.	Les  plaines  ont été broutées et brûlées et ont enduré la pire sécheresse depuis des générations. Avec la pluie, elles commencent à se rétablir.	Les  <hon>plaines<hoff>  ont été broutées et brûlées et ont enduré la pire sécheresse depuis des générations. Avec la pluie, <p>elles</p> commencent à se rétablir.
Ended Knox's football career before it really started.	Fin de la carrière de foot de Knox avant qu'elle ne commence.	Until Knox stepped in. Together, we put those good ol' boys down like dogs. That's a true blue friend. Except he got a shattered knee for his efforts. One guy just got the drop on him.<brk> Ended Knox's football career before it really started.		Ended Knox's football career before <p>it</p> really started.	Fin de la  carrière  de football de Knox avant même qu'elle n'aie commencé.	Fin de la  <hon>carrière<hoff>  de football de Knox avant même qu'<p>elle</p> n'aie commencé.
My grades, they never dropped.	Mes notes, elles n'ont jamais baissé.	Sitting at the table when I blew out the candles. Was she moving? Just enough to get her beer mug to her face. So, I lied about one little thing. No, you didn't. I found my report card from the year you smashed my guitar.<brk> My grades, they never dropped.		My grades, <p>they</p> never dropped.	Mes  notes .... Elles n'avaient pas baissé.	Mes  <hon>notes<hoff> .... <p>Elles</p> n'avaient pas baissé.
You say that word so often it has no meaning.	Tu dis ce mot si souvent qu'il n'a pas de sens.	- God! - Listen, I have a reputation. I know you don't care about that, but it means something to me. Anna. I'm sorry.<brk> You say that word so often it has no meaning.		You say that word so often <p>it</p> has no meaning.	Tu dis ce  mot  si souvent qu'il n'a plus de sens.	Tu dis ce  <hon>mot<hoff>  si souvent qu'<p>il</p> n'a plus de sens.
That was my brother's vein and it's staying open.	C'était la veine de mon frère et elle reste ouverte.	Quiet. Old school? Hey, guys. Why would we close the l-7? Just following orders.<brk> That was my brother's vein and it's staying open.		That was my brother's vein and <p>it</p>'s staying open.	C'était la  veine  de mon frère et elle reste ouverte.	C'était la  <hon>veine<hoff>  de mon frère et <p>elle</p> reste ouverte.
Exactly, and things are easier to see when they're in motion.	Les choses sont plus faciles à voir quand elles sont en mouvement.	Yeah, complete with e-mail addresses, phone numbers, and post office boxes. It's like these criminals built themselves an extra space inside these people's lives, with their own separate lines of communication, which we can now use to smoke them out. So what are you thinking, captain? I'm thinking that we take these credit reports and we send a message to each one of these criminal e-mail accounts with a warning about potential identity fraud. The thieves might try to move all the cash they collected at once.<brk> Exactly, and things are easier to see when they're in motion.		Exactly, and things are easier to see when <p>they</p>'re in motion.	Exactement et les  choses  sont plus faciles à voir quand elles sont en mouvement.	Exactement et les  <hon>choses<hoff>  sont plus faciles à voir quand <p>elles</p> sont en mouvement.
I designed The Machine to detect acts of terror, but it sees everything... violent crimes involving ordinary people.	La Machine devait repérer des actes terroristes, mais elle voit tout, des crimes violents impliquant des gens ordinaires.	<brk> I designed The Machine to detect acts of terror, but it sees everything... violent crimes involving ordinary people.		I designed The Machine to detect acts of terror, but <p>it</p> sees everything... violent crimes involving ordinary people.	La  machine  devait repérer des actes terroristes, mais elle voit tout. Des crimes violents impliquant des gens ordinaires.	La  <hon>machine<hoff>  devait repérer des actes terroristes, mais <p>elle</p> voit tout. Des crimes violents impliquant des gens ordinaires.
And if that makes certain people uncomfortable, then maybe they need to be uncomfortable.	Et si cela rend certaines personnes mal à l'aise, alors peut-être qu'elles ont besoin d'être mal à l'aise.	You know, she was the last person to see Merchiston alive. We need to find her. So, Mr. Merchiston, you go from rock journalist to quixotic muckraker. I'd have to say I'm just a seeker of the truth.<brk> And if that makes certain people uncomfortable, then maybe they need to be uncomfortable.		And if that makes certain people uncomfortable, then maybe <p>they</p> need to be uncomfortable.	Et si ça rend certaines  personnes  mal-à-l'aise, alors peut-être qu'elles ont besoin d'être mal-à-l'aise.	Et si ça rend certaines  <hon>personnes<hoff>  mal-à-l'aise, alors peut-être qu'<p>elles</p> ont besoin d'être mal-à-l'aise.
He had an alibi, and it checked out.	Il avait un alibi, et il s'est vérifié.	And you had nothing that would tie Gabriel Waincroft to the gun? Nothing. So, in other words, that was the end of your case? Over the years, we followed up on a lead or two, but nothing ever came of it. But you always suspected that Gabriel Waincroft was guilty, didn't you?<brk> He had an alibi, and it checked out.		He had an alibi, and <p>it</p> checked out.	Il a un  alibi  et il est vérifié.	Il a un  <hon>alibi<hoff>  et <p>il</p> est vérifié.
Value may dip every now and then, but it always goes back up in the summertime.	La valeur peut baisser de temps en temps, mais elle remonte toujours en été.	Shh. Shh. Shh. But Dairy Queen? Dairy Queens are like California real estate.<brk> Value may dip every now and then, but it always goes back up in the summertime.		Value may dip every now and then, but <p>it</p> always goes back up in the summertime.	Leur  valeur  peut baisser ici et là, mais elle remonte toujours pendant l'été.	Leur  <hon>valeur<hoff>  peut baisser ici et là, mais <p>elle</p> remonte toujours pendant l'été.
Basically, everything the camera saw when it became motion-activated.	En gros, tout ce que la caméra a vu quand elle est devenue activée par le mouvement.	He helped me get to the bottom of our little peeping Tom issue. Is that such a good idea? I trust him. And believe me, if he cared so much about the Charleston PD, he wouldn't have given me this. Now, Ed was able to extract a whole mess of video clips.<brk> Basically, everything the camera saw when it became motion-activated.		Basically, everything the camera saw when <p>it</p> became motion-activated.	C'est tout ce que la  caméra  a vu quand elle a été activée par les mouvements.	C'est tout ce que la  <hon>caméra<hoff>  a vu quand <p>elle</p> a été activée par les mouvements.
You have a microchip in your brain... and it's malfunctioning.	Vous avez une puce dans votre cerveau... et elle fonctionne mal.	What is this place? You are at U.S. Cyber Command in angel's bluff, Virginia. Virginia? Is that where I live? It's where you work.<brk> You have a microchip in your brain... and it's malfunctioning.		You have a microchip in your brain... and <p>it</p>'s malfunctioning.	Tu as une  micro-puce  dans ton cerveau et elle fonctionne mal.	Tu as une  <hon>micro-puce<hoff>  dans ton cerveau et <p>elle</p> fonctionne mal.
I ran it for prints; they're classified, the prints.	Je l'ai couru pour les tirages, ils sont secrets, les tirages.	Can't say I'm going to argue with you there. Ah, get it, I got to go. Didn't expect to hear from you. I didn't expect to call, but I found a bug in my office. I'm assuming not a cockroach?<brk> I ran it for prints; they're classified, the prints.		I ran it for prints; <p>they</p>'re classified, the prints.	J'ai cherché les  empreintes , elles sont classifiées.	J'ai cherché les  <hon>empreintes<hoff> , <p>elles</p> sont classifiées.
No, you don't have to, I just have to look around, all your photographs, they say it all.	Non, tu n'as pas à, je dois juste regarder autour, toutes tes photos, elles disent tout.	Harry, he never liked the band. You were having an intimate relationship with Mr Lester weren't you? He was a friend of mine. You were having a sexual relationship with him? I'm not going to answer that.<brk> No, you don't have to, I just have to look around, all your photographs, they say it all.		No, you don't have to, I just have to look around, all your photographs, <p>they</p> say it all.	Vous n'êtes pas obligée, il me suffit de regarder, toutes ces  photos , elles le disent toutes.	Vous n'êtes pas obligée, il me suffit de regarder, toutes ces  <hon>photos<hoff> , <p>elles</p> le disent toutes.
Kill them before they start multiplying!	Tue-les avant qu'elles se multiplient!	Okay, now jump. I think we're almost there. Thank God. This cave is the worst. I know, I don't know what's more offensive... the actual racism or the insulting notion that it might somehow rub off on us. Jive turkeys!<brk> Kill them before they start multiplying!		Kill them before <p>they</p> start multiplying!	Des  dindes ! Tuez-les avant qu'elles ne se multiplient!	Des  <hon>dindes<hoff> ! Tuez-les avant qu'<p>elles</p> ne se multiplient!
Don't say no right away, but I saw a dress a few booths down and I think it would look great on you.	Je ne dis pas non tout de suite, mais j'ai vu une robe quelques cabines et je pense qu'elle serait super sur vous.	Let's go get some food. Actually, I signed us up to work at Rico's mathlete booth. And I thought maybe we could go to the formal tonight. Jo. You wanna come tonight?<brk> Don't say no right away, but I saw a dress a few booths down and I think it would look great on you.		Don't say no right away, but I saw a dress a few booths down and I think <p>it</p> would look great on you.	Ne dis pas non tout de suite, mais j'ai vu une  robe  dans un stand pas loin. et je pense qu'elle t'irait bien.	Ne dis pas non tout de suite, mais j'ai vu une  <hon>robe<hoff>  dans un stand pas loin. et je pense qu'<p>elle</p> t'irait bien.
White roses, they are so beautiful!	Les roses blanches, elles sont si belles!	When I eventually get presented, the train has to be no less than three yards in length from the shoulders. It sounds rather ornate. It's tradition. For you, Mrs Selfridge. Oh!<brk> White roses, they are so beautiful!		White roses, <p>they</p> are so beautiful!	Des  roses  blanches, elles sont magnifiques !	Des  <hon>roses<hoff>  blanches, <p>elles</p> sont magnifiques !
Castle, there was a blood trail that led from the van, and it stopped.	Le château, il y avait une piste de sang qui menait de la camionnette, et elle s'est arrêtée.	I gotta go let Agent Harris know. So she's safe. She's here somewhere, right? She's gotta be around here somewhere? She was.<brk> Castle, there was a blood trail that led from the van, and it stopped.		Castle, there was a blood trail that led from the van, and <p>it</p> stopped.	Castle, il y avait une  traînée  de sang qui partait du van, mais après elle disparaît.	Castle, il y avait une  <hon>traînée<hoff>  de sang qui partait du van, mais après <p>elle</p> disparaît.
So that all the girls of India will learn a lesson that they shouldn't dare trick innocent guys into 498a.	Pour que toutes les filles de l'Inde apprennent une leçon qu'elles ne devraient pas oser tromper les gens innocents en 498a.	They duped my client of eighty lakhs it's in the bag... ls this correct uncle? Yes Come on then, to the police station Just wait and watch now Tarn... I will get the maximum sentence for her...<brk> So that all the girls of India will learn a lesson that they shouldn't dare trick innocent guys into 498a.		So that all the girls of India will learn a lesson that <p>they</p> shouldn't dare trick innocent guys into 498a.	Ca servira de leçon aux  filles ! Elles n'utiliseront plus le 498a pour intimider des innocents.	Ca servira de leçon aux  <hon>filles<hoff> ! <p>Elles</p> n'utiliseront plus le 498a pour intimider des innocents.
When you got harmonies going together, they kind of meld together.	Quand les harmonies se fondent, elles se fondent.	That's analog. It's how it sounds. Especially Neve's, you know. I mean, everything is just better. The human voice sounds better.<brk> When you got harmonies going together, they kind of meld together.		When you got harmonies going together, <p>they</p> kind of meld together.	Quand tu fais des  harmonies  c'est comme si elles se fondaient les unes avec les autres.	Quand tu fais des  <hon>harmonies<hoff>  c'est comme si <p>elles</p> se fondaient les unes avec les autres.
