source_full	source_current	source_context	source_current_tagged	source_context_tagged	gold_target_full	gold_target_current	gold_target_context	gold_target_current_tagged	gold_target_context_tagged	gold_target_current_contrast	generated_target_full	generated_target_current	generated_target_context
I hear the ticking of the clock. You've got me worked out? Yes, I have. Do you know how far you are from drinking again? This far.<brk> When the thought of a drink comes - and it WILL come... call me.	When the thought of a drink comes - and it WILL come... call me.	I hear the ticking of the clock. You've got me worked out? Yes, I have. Do you know how far you are from drinking again? This far.	When the thought of a drink comes - and <p>it</p> WILL come... call me.	I hear the ticking of the clock. You've got me worked out? Yes, I have. Do you know how far you are from drinking again? This far.	J'entends l'horloge tourner. - Vous l'avez déduit ? - Oui. Savez-vous à quelle distance vous êtes de boire de nouveau ? A ça.<brk> Quand la  pensée  d'un verre viendra, et elle viendra... Appelez-moi.	Quand la  pensée  d'un verre viendra, et elle viendra... Appelez-moi.	J'entends l'horloge tourner. - Vous l'avez déduit ? - Oui. Savez-vous à quelle distance vous êtes de boire de nouveau ? A ça.	Quand la  <hon>pensée<hoff>  d'un verre viendra, et <p>elle</p> viendra... Appelez-moi.	J'entends l'horloge tourner. - Vous l'avez déduit ? - Oui. Savez-vous à quelle distance vous êtes de boire de nouveau ? A ça.	Quand la  pensée  d'un verre viendra, et il viendra... Appelez-moi.	J'entends le tic-tac de l'horloge. Vous me connaissez? Oui, oui. Vous savez à quel point vous êtes loin de boire à nouveau? Jusqu'ici. <brk> Quand l'idée d'un verre viendra - et elle viendra... appelez-moi.	Quand l'idée d'un verre viendra - et elle viendra... appelez-moi.	J'entends le tic-tac de l'horloge. Vous me connaissez? Oui, oui. Vous savez à quel point vous êtes loin de boire à nouveau? Jusqu'ici.
Could I say no? Yeah, but then we come back with a warrant and you better be lawyered up, Gregory Hines. The dancer guy? - I don't know why I said that. - I don't either.<brk> Folks, we need you to look at some photographs, but I will warn you, they are a little bit graphic.	Folks, we need you to look at some photographs, but I will warn you, they are a little bit graphic.	Could I say no? Yeah, but then we come back with a warrant and you better be lawyered up, Gregory Hines. The dancer guy? - I don't know why I said that. - I don't either.	Folks, we need you to look at some photographs, but I will warn you, <p>they</p> are a little bit graphic.	Could I say no? Yeah, but then we come back with a warrant and you better be lawyered up, Gregory Hines. The dancer guy? - I don't know why I said that. - I don't either.	J'ai le choix ? Ouais, mais on reviendrait avec un mandat et vous auriez intérêt à prendre un avocat, Gregory Hines. Le mec qui danse ? - Je ne sais pas pourquoi j'ai dit ça. - Moi non plus.<brk> On veut que vous regardiez des  photos , mais je vous préviens, elles sont un peu explicites.	On veut que vous regardiez des  photos , mais je vous préviens, elles sont un peu explicites.	J'ai le choix ? Ouais, mais on reviendrait avec un mandat et vous auriez intérêt à prendre un avocat, Gregory Hines. Le mec qui danse ? - Je ne sais pas pourquoi j'ai dit ça. - Moi non plus.	On veut que vous regardiez des  <hon>photos<hoff> , mais je vous préviens, <p>elles</p> sont un peu explicites.	J'ai le choix ? Ouais, mais on reviendrait avec un mandat et vous auriez intérêt à prendre un avocat, Gregory Hines. Le mec qui danse ? - Je ne sais pas pourquoi j'ai dit ça. - Moi non plus.	On veut que vous regardiez des  photos , mais je vous préviens, ils sont un peu explicites.	Est-ce que je peux dire non? Oui, mais ensuite on revient avec un mandat et tu ferais mieux de te faire entendre, Gregory Hines. Le danseur? - Je ne sais pas pourquoi j'ai dit ça. - Moi non plus. <brk> Les gars, nous avons besoin que vous regardiez quelques photos, mais je vous préviens, elles sont un peu graphiques.	Les gars, nous avons besoin que vous regardiez quelques photos, mais je vous préviens, elles sont un peu graphiques.	Est-ce que je peux dire non? Oui, mais ensuite on revient avec un mandat et tu ferais mieux de te faire entendre, Gregory Hines. Le danseur? - Je ne sais pas pourquoi j'ai dit ça. - Moi non plus.
I fall asleep and somebody grabs the dream remote and switches to the nightmare channel. I see things. I don't know what. - You describe it. - Let me try.<brk> Things are normal, and then they're not.	Things are normal, and then they're not.	I fall asleep and somebody grabs the dream remote and switches to the nightmare channel. I see things. I don't know what. - You describe it. - Let me try.	Things are normal, and then <p>they</p>'re not.	I fall asleep and somebody grabs the dream remote and switches to the nightmare channel. I see things. I don't know what. - You describe it. - Let me try.	Je m'endors et quelqu'un attrape la télécommande du rêve et zappe sur la chaîne cauchemar. Je vois des choses. Je ne sais pas quoi. - Décris-les moi. - Je vais essayer.<brk> Les  choses  sont normales, et puis elles ne le sont plus.	Les  choses  sont normales, et puis elles ne le sont plus.	Je m'endors et quelqu'un attrape la télécommande du rêve et zappe sur la chaîne cauchemar. Je vois des choses. Je ne sais pas quoi. - Décris-les moi. - Je vais essayer.	Les  <hon>choses<hoff>  sont normales, et puis <p>elles</p> ne le sont plus.	Je m'endors et quelqu'un attrape la télécommande du rêve et zappe sur la chaîne cauchemar. Je vois des choses. Je ne sais pas quoi. - Décris-les moi. - Je vais essayer.	Les  choses  sont normales, et puis ils ne le sont plus.	Je m'endors et quelqu'un attrape la télécommande du rêve et passe à la chaîne cauchemardesque. Je vois des choses. Je ne sais pas quoi. - Tu les décris. - Laisse-moi essayer. <brk> Les choses sont normales, et puis elles ne le sont pas.	Les choses sont normales, et puis elles ne le sont pas.	Je m'endors et quelqu'un attrape la télécommande du rêve et passe à la chaîne cauchemardesque. Je vois des choses. Je ne sais pas quoi. - Tu les décris. - Laisse-moi essayer.
Okay, fine. For you, I'll think about it. Bam! Still hate it. How does this work?<brk> We heat this thing up and it turns into food?	We heat this thing up and it turns into food?	Okay, fine. For you, I'll think about it. Bam! Still hate it. How does this work?	We heat this thing up and <p>it</p> turns into food?	Okay, fine. For you, I'll think about it. Bam! Still hate it. How does this work?	Ok, bon. Pour toi, j'y penserai. Bam ! Je déteste toujours ça. Comment ça marche ?<brk> Tu chauffes ce  truc  et il se transforme en nourriture ?	Tu chauffes ce  truc  et il se transforme en nourriture ?	Ok, bon. Pour toi, j'y penserai. Bam ! Je déteste toujours ça. Comment ça marche ?	Tu chauffes ce  <hon>truc<hoff>  et <p>il</p> se transforme en nourriture ?	Ok, bon. Pour toi, j'y penserai. Bam ! Je déteste toujours ça. Comment ça marche ?	Tu chauffes ce  truc  et elle se transforme en nourriture ?	D'accord, d'accord. Pour toi, j'y réfléchirai. Maman! Je déteste toujours. Comment ça marche? <brk> On chauffe ce truc et il se transforme en nourriture?	On chauffe ce truc et il se transforme en nourriture?	D'accord, d'accord. Pour toi, j'y réfléchirai. Maman! Je déteste toujours. Comment ça marche?
- All right. - Right there. Ah! If you guys weren't neighbors, I'd put that chair on your bill, Bert. Fuck you, Hilly.<brk> This table, it tilts.	This table, it tilts.	- All right. - Right there. Ah! If you guys weren't neighbors, I'd put that chair on your bill, Bert. Fuck you, Hilly.	This table, <p>it</p> tilts.	- All right. - Right there. Ah! If you guys weren't neighbors, I'd put that chair on your bill, Bert. Fuck you, Hilly.	- Très bien. - Juste là. Ah! Les mecs, si vous étiez pas nos voisins, je compterais cette chaise sur ta facture, Bert. J't'emmerde, Hilly.<brk> Cette  table , elle penche.	Cette  table , elle penche.	- Très bien. - Juste là. Ah! Les mecs, si vous étiez pas nos voisins, je compterais cette chaise sur ta facture, Bert. J't'emmerde, Hilly.	Cette  <hon>table<hoff> , <p>elle</p> penche.	- Très bien. - Juste là. Ah! Les mecs, si vous étiez pas nos voisins, je compterais cette chaise sur ta facture, Bert. J't'emmerde, Hilly.	Cette  table , il penche.	- D'accord. - Juste là. Ah! Si vous n'étiez pas voisins, je mettrais cette chaise sur votre facture, Bert. Va te faire foutre, Hilly. <brk> Cette table, elle penche.	Cette table, elle penche.	- D'accord. - Juste là. Ah! Si vous n'étiez pas voisins, je mettrais cette chaise sur votre facture, Bert. Va te faire foutre, Hilly.
"You're a whore, the baby's a bastard... but there's no word for the man who doesn't come back. One day... on your wedding day... ..you'll have a good man on your arm... ..and you'll say, ""Polly... ""thank you for common sense."" This woman is in Cardiff. We'll take the train tomorrow. Go to the castle afterwards for a treat.<brk> I chose this place because it is outside both our jurisdictions."	I chose this place because it is outside both our jurisdictions.	"You're a whore, the baby's a bastard... but there's no word for the man who doesn't come back. One day... on your wedding day... ..you'll have a good man on your arm... ..and you'll say, ""Polly... ""thank you for common sense."" This woman is in Cardiff. We'll take the train tomorrow. Go to the castle afterwards for a treat."	I chose this place because <p>it</p> is outside both our jurisdictions.	"You're a whore, the baby's a bastard... but there's no word for the man who doesn't come back. One day... on your wedding day... ..you'll have a good man on your arm... ..and you'll say, ""Polly... ""thank you for common sense."" This woman is in Cardiff. We'll take the train tomorrow. Go to the castle afterwards for a treat."	"Tu es une pute, ton bébé, un bâtard... mais il n'y a aucun mot pour l'homme qui ne revient pas. Un jour... le jour de ton mariage... tu auras un homme bien à ton bras... et tu diras : ""Polly... merci pour ton bon sens"". Cette femme est à Cardiff. On prendra le train demain. Et on ira ensuite au château pour résoudre ça.<brk> J'ai choisi cet  endroit , car il est hors de nos deux juridictions."	J'ai choisi cet  endroit , car il est hors de nos deux juridictions.	"Tu es une pute, ton bébé, un bâtard... mais il n'y a aucun mot pour l'homme qui ne revient pas. Un jour... le jour de ton mariage... tu auras un homme bien à ton bras... et tu diras : ""Polly... merci pour ton bon sens"". Cette femme est à Cardiff. On prendra le train demain. Et on ira ensuite au château pour résoudre ça."	J'ai choisi cet  <hon>endroit<hoff> , car <p>il</p> est hors de nos deux juridictions.	"Tu es une pute, ton bébé, un bâtard... mais il n'y a aucun mot pour l'homme qui ne revient pas. Un jour... le jour de ton mariage... tu auras un homme bien à ton bras... et tu diras : ""Polly... merci pour ton bon sens"". Cette femme est à Cardiff. On prendra le train demain. Et on ira ensuite au château pour résoudre ça."	J'ai choisi cet  endroit , car elle est hors de nos deux juridictions.	"Tu es une pute, le bébé est un bâtard... mais il n'y a pas de mot pour l'homme qui ne revient pas. Un jour... le jour de ton mariage... tu auras un bon homme sur ton bras... et tu diras: ""Polly... ""merci pour le bon sens."" Cette femme est à Cardiff. Nous prendrons le train demain. Allons au château après pour une friandise. <brk> J'ai choisi cet endroit parce qu'il est en dehors de nos deux juridictions."	J'ai choisi cet endroit parce qu'il est en dehors de nos deux juridictions.	"Tu es une pute, le bébé est un bâtard... mais il n'y a pas de mot pour l'homme qui ne revient pas. Un jour... le jour de ton mariage... tu auras un bon homme sur ton bras... et tu diras: ""Polly... ""merci pour le bon sens."" Cette femme est à Cardiff. Nous prendrons le train demain. Allons au château après pour une friandise."
First and foremost, the mayor is fine and in control. I've just been in touch with him. But what I'm about to tell you is not to leave this room and, for reasons of security, is not what the public has been or will be told. So please, respect the sensitivity. Late last night, before this morning's troubles began, the mayor was summoned to Washington by the FBI regarding matters linked to the attempt made on his life and mine.<brk> The exact nature of these matters even I cannot know from my husband, but they appear to require his urgent involvement.	The exact nature of these matters even I cannot know from my husband, but they appear to require his urgent involvement.	First and foremost, the mayor is fine and in control. I've just been in touch with him. But what I'm about to tell you is not to leave this room and, for reasons of security, is not what the public has been or will be told. So please, respect the sensitivity. Late last night, before this morning's troubles began, the mayor was summoned to Washington by the FBI regarding matters linked to the attempt made on his life and mine.	The exact nature of these matters even I cannot know from my husband, but <p>they</p> appear to require his urgent involvement.	First and foremost, the mayor is fine and in control. I've just been in touch with him. But what I'm about to tell you is not to leave this room and, for reasons of security, is not what the public has been or will be told. So please, respect the sensitivity. Late last night, before this morning's troubles began, the mayor was summoned to Washington by the FBI regarding matters linked to the attempt made on his life and mine.	Tout d'abord, le maire va bien et reste aux commandes. Je viens de lui parler. Mais ce que je vais vous dire ne doit pas sortir de cette pièce et, pour des raisons e sécurité, ne doit et ne devra pas être rendu publique. Donc s'il vous plaît respectez la sensibilité de cette affaire. Hier soir, avant que les troubles ne commencent, le maire a été convoqué à Washington par le FBI au sujet d'affaires liées à la tentative d'assassinat sur sa personne et la mienne.<brk> Je ne connais pas la nature exacte de ces  affaires , même pas de mon mari, mais elles nécessitent son implication urgente.	Je ne connais pas la nature exacte de ces  affaires , même pas de mon mari, mais elles nécessitent son implication urgente.	Tout d'abord, le maire va bien et reste aux commandes. Je viens de lui parler. Mais ce que je vais vous dire ne doit pas sortir de cette pièce et, pour des raisons e sécurité, ne doit et ne devra pas être rendu publique. Donc s'il vous plaît respectez la sensibilité de cette affaire. Hier soir, avant que les troubles ne commencent, le maire a été convoqué à Washington par le FBI au sujet d'affaires liées à la tentative d'assassinat sur sa personne et la mienne.	Je ne connais pas la nature exacte de ces  <hon>affaires<hoff> , même pas de mon mari, mais <p>elles</p> nécessitent son implication urgente.	Tout d'abord, le maire va bien et reste aux commandes. Je viens de lui parler. Mais ce que je vais vous dire ne doit pas sortir de cette pièce et, pour des raisons e sécurité, ne doit et ne devra pas être rendu publique. Donc s'il vous plaît respectez la sensibilité de cette affaire. Hier soir, avant que les troubles ne commencent, le maire a été convoqué à Washington par le FBI au sujet d'affaires liées à la tentative d'assassinat sur sa personne et la mienne.	Je ne connais pas la nature exacte de ces  affaires , même pas de mon mari, mais ils nécessitent son implication urgente.	Tout d'abord, le maire est bien et en contrôle. Je viens juste d'entrer en contact avec lui. Mais ce que je vais vous dire est de ne pas quitter cette pièce et, pour des raisons de sécurité, n'est pas ce que le public a été ou sera dit. Alors s'il vous plaît, respectez la sensibilité. Tard hier soir, avant le début des ennuis ce matin, le maire a été convoqué à Washington par le FBI concernant les questions liées à la tentative sur sa vie et la mienne. <brk> La nature exacte de ces questions, même je ne peux pas les connaître de mon mari, mais elles semblent nécessiter son intervention urgente.	La nature exacte de ces questions, même je ne peux pas les connaître de mon mari, mais elles semblent nécessiter son intervention urgente.	Tout d'abord, le maire est bien et en contrôle. Je viens juste d'entrer en contact avec lui. Mais ce que je vais vous dire est de ne pas quitter cette pièce et, pour des raisons de sécurité, n'est pas ce que le public a été ou sera dit. Alors s'il vous plaît, respectez la sensibilité. Tard hier soir, avant le début des ennuis ce matin, le maire a été convoqué à Washington par le FBI concernant les questions liées à la tentative sur sa vie et la mienne.
Doc... tor... Doctor... That's weird. Those ones don't usually wake up for anything. Yeah, well - special visitor.<brk> OK, door, but it won't open.	OK, door, but it won't open.	Doc... tor... Doctor... That's weird. Those ones don't usually wake up for anything. Yeah, well - special visitor.	OK, door, but <p>it</p> won't open.	Doc... tor... Doctor... That's weird. Those ones don't usually wake up for anything. Yeah, well - special visitor.	Doc... teur... Docteur... C'est bizarre. Ils ne se réveillent pas habituellement pour si peu. Ouais, et bien, visiteur spécial.<brk> Ok, une  porte , mais elle ne veut pas s'ouvrir.	Ok, une  porte , mais elle ne veut pas s'ouvrir.	Doc... teur... Docteur... C'est bizarre. Ils ne se réveillent pas habituellement pour si peu. Ouais, et bien, visiteur spécial.	Ok, une  <hon>porte<hoff> , mais <p>elle</p> ne veut pas s'ouvrir.	Doc... teur... Docteur... C'est bizarre. Ils ne se réveillent pas habituellement pour si peu. Ouais, et bien, visiteur spécial.	Ok, une  porte , mais il ne veut pas s'ouvrir.	Doc... tor... Docteur... C'est bizarre. Celles-là ne se réveillent pas pour rien. Ouais, eh bien - visiteur spécial. <brk> OK, porte, mais elle ne s'ouvre pas.	OK, porte, mais elle ne s'ouvre pas.	Doc... tor... Docteur... C'est bizarre. Celles-là ne se réveillent pas pour rien. Ouais, eh bien - visiteur spécial.
I assumed that all electrical power, if we were successful, would be generated by nuclear means. In the '50s there were essentially two kinds of reactors being developed. The breeder reactor, which EBR-1 was a prototype for, and the light water reactor. The breeder reactor breeds plutonium and can recycle it over and over again It's a very good fuel. [ chuckles ]<brk> The light water reactor is a much simpler reactor, but it produces much more waste.	The light water reactor is a much simpler reactor, but it produces much more waste.	I assumed that all electrical power, if we were successful, would be generated by nuclear means. In the '50s there were essentially two kinds of reactors being developed. The breeder reactor, which EBR-1 was a prototype for, and the light water reactor. The breeder reactor breeds plutonium and can recycle it over and over again It's a very good fuel. [ chuckles ]	The light water reactor is a much simpler reactor, but <p>it</p> produces much more waste.	I assumed that all electrical power, if we were successful, would be generated by nuclear means. In the '50s there were essentially two kinds of reactors being developed. The breeder reactor, which EBR-1 was a prototype for, and the light water reactor. The breeder reactor breeds plutonium and can recycle it over and over again It's a very good fuel. [ chuckles ]	Je pensais que si on réussissait, toute l'électricité serait produite dans des centrales nucléaires. Dans les années 50, deux types de réacteurs étaient développés. Le réacteur surgénérateur, dont EBR-1 était un prototype, et le réacteur à eau légère. Le surgénérateur produit du plutonium et peut le recycler à l'infini. C'est un très bon combustible.<brk> Le  réacteur  à eau légère est beaucoup plus simple, mais il produit plus de déchets.	Le  réacteur  à eau légère est beaucoup plus simple, mais il produit plus de déchets.	Je pensais que si on réussissait, toute l'électricité serait produite dans des centrales nucléaires. Dans les années 50, deux types de réacteurs étaient développés. Le réacteur surgénérateur, dont EBR-1 était un prototype, et le réacteur à eau légère. Le surgénérateur produit du plutonium et peut le recycler à l'infini. C'est un très bon combustible.	Le  <hon>réacteur<hoff>  à eau légère est beaucoup plus simple, mais <p>il</p> produit plus de déchets.	Je pensais que si on réussissait, toute l'électricité serait produite dans des centrales nucléaires. Dans les années 50, deux types de réacteurs étaient développés. Le réacteur surgénérateur, dont EBR-1 était un prototype, et le réacteur à eau légère. Le surgénérateur produit du plutonium et peut le recycler à l'infini. C'est un très bon combustible.	Le  réacteur  à eau légère est beaucoup plus simple, mais elle produit plus de déchets.	J'ai supposé que toute l'énergie électrique, si nous réussissions, serait générée par des moyens nucléaires. Dans les années 50, il y avait essentiellement deux types de réacteurs en cours de développement. Le réacteur de reproduction, pour lequel EBR-1 était un prototype, et le réacteur à eau légère. Le réacteur de reproduction génère du plutonium et peut le recycler encore et encore. C'est un très bon combustible. <brk> Le réacteur à eau légère est un réacteur beaucoup plus simple, mais il produit beaucoup plus de déchets.	Le réacteur à eau légère est un réacteur beaucoup plus simple, mais il produit beaucoup plus de déchets.	J'ai supposé que toute l'énergie électrique, si nous réussissions, serait générée par des moyens nucléaires. Dans les années 50, il y avait essentiellement deux types de réacteurs en cours de développement. Le réacteur de reproduction, pour lequel EBR-1 était un prototype, et le réacteur à eau légère. Le réacteur de reproduction génère du plutonium et peut le recycler encore et encore. C'est un très bon combustible.
He was posing as a janitor. Yeah, uh, Carl, hasn't been around that long. Because until three months ago, he worked as an electrical engineer at an aerospace firm. With a pedigree like that, he would have the skills to design these sophisticated attacks. He must be staying somewhere in the city.<brk> His personnel file, it would have to have an address.	His personnel file, it would have to have an address.	He was posing as a janitor. Yeah, uh, Carl, hasn't been around that long. Because until three months ago, he worked as an electrical engineer at an aerospace firm. With a pedigree like that, he would have the skills to design these sophisticated attacks. He must be staying somewhere in the city.	His personnel file, <p>it</p> would have to have an address.	He was posing as a janitor. Yeah, uh, Carl, hasn't been around that long. Because until three months ago, he worked as an electrical engineer at an aerospace firm. With a pedigree like that, he would have the skills to design these sophisticated attacks. He must be staying somewhere in the city.	Il faisait le ménage. Oui, Carl. Il vient d'arriver. Avant ça, il était ingénieur électricien dans l'aéronautique. Alors, il doit avoir les compétences pour mettre en oeuvre ces attaques sophistiquées. Il faut le trouver. Il doit loger en ville.<brk> Son  dossier  d'employé, il doit contenir une adresse.	Son  dossier  d'employé, il doit contenir une adresse.	Il faisait le ménage. Oui, Carl. Il vient d'arriver. Avant ça, il était ingénieur électricien dans l'aéronautique. Alors, il doit avoir les compétences pour mettre en oeuvre ces attaques sophistiquées. Il faut le trouver. Il doit loger en ville.	Son  <hon>dossier<hoff>  d'employé, <p>il</p> doit contenir une adresse.	Il faisait le ménage. Oui, Carl. Il vient d'arriver. Avant ça, il était ingénieur électricien dans l'aéronautique. Alors, il doit avoir les compétences pour mettre en oeuvre ces attaques sophistiquées. Il faut le trouver. Il doit loger en ville.	Son  dossier  d'employé, elle doit contenir une adresse.	Il se prenait pour concierge. Oui, Carl, il n'est pas là depuis longtemps. Parce qu'il y a trois mois, il travaillait comme ingénieur électricien dans une entreprise aérospatiale. Avec un tel pédigrée, il aurait les compétences pour concevoir ces attaques sophistiquées. Il doit rester quelque part dans la ville. <brk> Son dossier personnel, il devrait avoir une adresse.	Son dossier personnel, il devrait avoir une adresse.	Il se prenait pour concierge. Oui, Carl, il n'est pas là depuis longtemps. Parce qu'il y a trois mois, il travaillait comme ingénieur électricien dans une entreprise aérospatiale. Avec un tel pédigrée, il aurait les compétences pour concevoir ces attaques sophistiquées. Il doit rester quelque part dans la ville.
Thanks for stopping. No one else passed by all day. 'Cause hardly no one uses this route no more. How'd you all get out here? Ah, we're businessmen.<brk> Our car, it broke down about 20 Miles away from here.	Our car, it broke down about 20 Miles away from here.	Thanks for stopping. No one else passed by all day. 'Cause hardly no one uses this route no more. How'd you all get out here? Ah, we're businessmen.	Our car, <p>it</p> broke down about 20 Miles away from here.	Thanks for stopping. No one else passed by all day. 'Cause hardly no one uses this route no more. How'd you all get out here? Ah, we're businessmen.	Merci de vous être arrêté. Personne d'autre n'est passé de la journée. Parce que personne n'utilise plus cette route d'habitude. Comment avez-vous atterri ici ? Ah, nous sommes des hommes d'affaires.<brk> Notre  voiture , elle est tombée en panne à 30km d'ici.	Notre  voiture , elle est tombée en panne à 30km d'ici.	Merci de vous être arrêté. Personne d'autre n'est passé de la journée. Parce que personne n'utilise plus cette route d'habitude. Comment avez-vous atterri ici ? Ah, nous sommes des hommes d'affaires.	Notre  <hon>voiture<hoff> , <p>elle</p> est tombée en panne à 30km d'ici.	Merci de vous être arrêté. Personne d'autre n'est passé de la journée. Parce que personne n'utilise plus cette route d'habitude. Comment avez-vous atterri ici ? Ah, nous sommes des hommes d'affaires.	Notre  voiture , il est tombée en panne à 30km d'ici.	Merci d'arrêter. Personne d'autre n'est passé. Parce que presque personne ne prend cette route plus. Comment êtes-vous tous sortis? Ah, nous sommes des hommes d'affaires. <brk> Notre voiture, elle est tombée en panne à environ 20 miles d'ici.	Notre voiture, elle est tombée en panne à environ 20 miles d'ici.	Merci d'arrêter. Personne d'autre n'est passé. Parce que presque personne ne prend cette route plus. Comment êtes-vous tous sortis? Ah, nous sommes des hommes d'affaires.
She worked for the National Security Council. Miss Corwin, are you there? You've been looking for me? Can we meet? No.<brk> Two months ago, a report I wrote was changed when it went through your office, but your office has been shut down for more than a year.	Two months ago, a report I wrote was changed when it went through your office, but your office has been shut down for more than a year.	She worked for the National Security Council. Miss Corwin, are you there? You've been looking for me? Can we meet? No.	Two months ago, a report I wrote was changed when <p>it</p> went through your office, but your office has been shut down for more than a year.	She worked for the National Security Council. Miss Corwin, are you there? You've been looking for me? Can we meet? No.	Elle travaillait pour le conseil de sécurité nationale (NSC). Mademoiselle Corwin, vous êtes là ? Vous me cherchiez ? On peut se rencontrer ? Non.<brk> Il y a deux mois, un  rapport  que j'ai écrit a été modifié quand il est passé par votre bureau, mais ton bureau a été fermé depuis plus d'un an.	Il y a deux mois, un  rapport  que j'ai écrit a été modifié quand il est passé par votre bureau, mais ton bureau a été fermé depuis plus d'un an.	Elle travaillait pour le conseil de sécurité nationale (NSC). Mademoiselle Corwin, vous êtes là ? Vous me cherchiez ? On peut se rencontrer ? Non.	Il y a deux mois, un  <hon>rapport<hoff>  que j'ai écrit a été modifié quand <p>il</p> est passé par votre bureau, mais ton bureau a été fermé depuis plus d'un an.	Elle travaillait pour le conseil de sécurité nationale (NSC). Mademoiselle Corwin, vous êtes là ? Vous me cherchiez ? On peut se rencontrer ? Non.	Il y a deux mois, un  rapport  que j'ai écrit a été modifié quand elle est passé par votre bureau, mais ton bureau a été fermé depuis plus d'un an.	Elle travaillait pour le Conseil National de Sécurité. Mlle Corwin, êtes-vous là? Vous me cherchez? On peut se rencontrer? Non. <brk> Il y a deux mois, un rapport que j'ai écrit a été changé quand il est entré dans votre bureau, mais votre bureau a été fermé depuis plus d'un an.	Il y a deux mois, un rapport que j'ai écrit a été changé quand il est entré dans votre bureau, mais votre bureau a été fermé depuis plus d'un an.	Elle travaillait pour le Conseil National de Sécurité. Mlle Corwin, êtes-vous là? Vous me cherchez? On peut se rencontrer? Non.
She found something? She's back here, isn't she? She's back at Selfridges. I want to put a whole family in it. Father, mother, children.<brk> And the motor will be at an angle, so it is almost flying.	And the motor will be at an angle, so it is almost flying.	She found something? She's back here, isn't she? She's back at Selfridges. I want to put a whole family in it. Father, mother, children.	And the motor will be at an angle, so <p>it</p> is almost flying.	She found something? She's back here, isn't she? She's back at Selfridges. I want to put a whole family in it. Father, mother, children.	- Elle a trouvé quelque chose ? Elle est de retour ici, non ? Elle est de retour à Selfridges. Je veux mettre toute une famille dedans. Père, mère, enfants.<brk> Et la  voiture  sera dans un angle, pour qu'on ait l'impression qu'elle vole.	Et la  voiture  sera dans un angle, pour qu'on ait l'impression qu'elle vole.	- Elle a trouvé quelque chose ? Elle est de retour ici, non ? Elle est de retour à Selfridges. Je veux mettre toute une famille dedans. Père, mère, enfants.	Et la  <hon>voiture<hoff>  sera dans un angle, pour qu'on ait l'impression qu'<p>elle</p> vole.	- Elle a trouvé quelque chose ? Elle est de retour ici, non ? Elle est de retour à Selfridges. Je veux mettre toute une famille dedans. Père, mère, enfants.	Et la  voiture  sera dans un angle, pour qu'on ait l'impression qu'il vole.	Elle a trouvé quelque chose? Elle est de retour, n'est-ce pas? Elle est de retour à Selfridges. Je veux y mettre toute une famille. Père, mère, enfants. <brk> Et le moteur sera sur un angle, donc il est presque en vol.	Et le moteur sera sur un angle, donc il est presque en vol.	Elle a trouvé quelque chose? Elle est de retour, n'est-ce pas? Elle est de retour à Selfridges. Je veux y mettre toute une famille. Père, mère, enfants.
<brk> I designed the machine to detect acts of terror, but it sees everything... violent crimes involving ordinary people.	I designed the machine to detect acts of terror, but it sees everything... violent crimes involving ordinary people.		I designed the machine to detect acts of terror, but <p>it</p> sees everything... violent crimes involving ordinary people.		<brk> Elle  devait déjouer le terrorisme, mais elle détecte tout. Des crimes violents impliquant des civils.	Elle  devait déjouer le terrorisme, mais elle détecte tout. Des crimes violents impliquant des civils.		<hon>Elle<hoff>  devait déjouer le terrorisme, mais <p>elle</p> détecte tout. Des crimes violents impliquant des civils.		Elle  devait déjouer le terrorisme, mais il détecte tout. Des crimes violents impliquant des civils.	<brk> J'ai conçu cette machine pour détecter des actes terroristes, mais elle voit tout... des crimes violents impliquant des gens ordinaires.	J'ai conçu cette machine pour détecter des actes terroristes, mais elle voit tout... des crimes violents impliquant des gens ordinaires.	
911. What is your emergency? Would you like me to send an ambulance to your location? An explosion. Are you sure?<brk> Where was the bomb when it went off, sir?	Where was the bomb when it went off, sir?	911. What is your emergency? Would you like me to send an ambulance to your location? An explosion. Are you sure?	Where was the bomb when <p>it</p> went off, sir?	911. What is your emergency? Would you like me to send an ambulance to your location? An explosion. Are you sure?	911. Quelle est votre urgence ? Voulez vous que je vous envoie une ambulance ? Une explosion. Êtes-vous sûr ?<brk> Où était la  bombe  quand elle a explosé ?	Où était la  bombe  quand elle a explosé ?	911. Quelle est votre urgence ? Voulez vous que je vous envoie une ambulance ? Une explosion. Êtes-vous sûr ?	Où était la  <hon>bombe<hoff>  quand <p>elle</p> a explosé ?	911. Quelle est votre urgence ? Voulez vous que je vous envoie une ambulance ? Une explosion. Êtes-vous sûr ?	Où était la  bombe  quand il a explosé ?	9-1-1. Quelle est votre urgence? Voulez-vous que j'envoie une ambulance chez vous? Une explosion. Vous en êtes sûr? <brk> Où était la bombe quand elle a explosé?	Où était la bombe quand elle a explosé?	9-1-1. Quelle est votre urgence? Voulez-vous que j'envoie une ambulance chez vous? Une explosion. Vous en êtes sûr?
